,Año,Trimestre,Provincia,Tecnología,Accesos
590,2016,4,Neuquén,ADSL,51742.0
591,2016,4,Río Negro,ADSL,67057.0
592,2016,4,Salta,ADSL,79389.0
593,2016,4,San Juan,ADSL,48670.0
594,2016,4,San Luis,ADSL,11432.0
595,2016,4,Santa Cruz,ADSL,15607.0
596,2016,4,Santa Fe,ADSL,326721.0
597,2016,4,Santiago Del Estero,ADSL,30192.0
598,2016,4,Tierra Del Fuego,ADSL,22636.0
599,2016,4,Tucumán,ADSL,146995.0
600,2016,3,Buenos Aires,ADSL,1574216.0
601,2016,3,Capital Federal,ADSL,447726.0
602,2016,3,Catamarca,ADSL,26689.0
603,2016,3,Chaco,ADSL,56251.0
604,2016,3,Chubut,ADSL,43987.0
605,2016,3,Córdoba,ADSL,348481.0
606,2016,3,Corrientes,ADSL,55934.0
607,2016,3,Entre Ríos,ADSL,112588.0
608,2016,3,Formosa,ADSL,21800.0
609,2016,3,Jujuy,ADSL,34250.0
610,2016,3,La Pampa,ADSL,12751.0
611,2016,3,La Rioja,ADSL,16891.0
612,2016,3,Mendoza,ADSL,153233.0
613,2016,3,Misiones,ADSL,59776.0
614,2016,3,Neuquén,ADSL,51752.0
615,2016,3,Río Negro,ADSL,67043.0
616,2016,3,Salta,ADSL,80866.0
617,2016,3,San Juan,ADSL,48670.0
618,2016,3,San Luis,ADSL,11432.0
619,2016,3,Santa Cruz,ADSL,15570.0
620,2016,3,Santa Fe,ADSL,334911.0
621,2016,3,Santiago Del Estero,ADSL,31730.0
622,2016,3,Tierra Del Fuego,ADSL,22636.0
623,2016,3,Tucumán,ADSL,147259.0
624,2016,2,Buenos Aires,ADSL,1579448.0
625,2016,2,Capital Federal,ADSL,450644.0
626,2016,2,Catamarca,ADSL,26262.0
627,2016,2,Chaco,ADSL,56112.0
628,2016,2,Chubut,ADSL,43977.0
629,2016,2,Córdoba,ADSL,348891.0
630,2016,2,Corrientes,ADSL,55511.0
631,2016,2,Entre Ríos,ADSL,112809.0
632,2016,2,Formosa,ADSL,22101.0
633,2016,2,Jujuy,ADSL,33758.0
634,2016,2,La Pampa,ADSL,12754.0
635,2016,2,La Rioja,ADSL,16691.0
636,2016,2,Mendoza,ADSL,153321.0
637,2016,2,Misiones,ADSL,59573.0
638,2016,2,Neuquén,ADSL,51742.0
639,2016,2,Río Negro,ADSL,67031.0
640,2016,2,Salta,ADSL,79438.0
641,2016,2,San Juan,ADSL,48670.0
642,2016,2,San Luis,ADSL,11432.0
643,2016,2,Santa Cruz,ADSL,15453.0
644,2016,2,Santa Fe,ADSL,336244.0
645,2016,2,Santiago Del Estero,ADSL,32101.0
646,2016,2,Tierra Del Fuego,ADSL,22636.0
647,2016,2,Tucumán,ADSL,145486.0
648,2016,1,Buenos Aires,ADSL,1583560.0
649,2016,1,Capital Federal,ADSL,454425.0
650,2016,1,Catamarca,ADSL,26096.0
651,2016,1,Chaco,ADSL,56353.0
652,2016,1,Chubut,ADSL,43967.0
653,2016,1,Córdoba,ADSL,350884.0
654,2016,1,Corrientes,ADSL,55454.0
655,2016,1,Entre Ríos,ADSL,113101.0
656,2016,1,Formosa,ADSL,21852.0
657,2016,1,Jujuy,ADSL,33481.0
658,2016,1,La Pampa,ADSL,12754.0
659,2016,1,La Rioja,ADSL,16645.0
660,2016,1,Mendoza,ADSL,153299.0
661,2016,1,Misiones,ADSL,59538.0
662,2016,1,Neuquén,ADSL,51702.0
663,2016,1,Río Negro,ADSL,66894.0
664,2016,1,Salta,ADSL,78973.0
665,2016,1,San Juan,ADSL,48670.0
666,2016,1,San Luis,ADSL,11432.0
667,2016,1,Santa Cruz,ADSL,15654.0
668,2016,1,Santa Fe,ADSL,338052.0
669,2016,1,Santiago Del Estero,ADSL,32838.0
670,2016,1,Tierra Del Fuego,ADSL,22636.0
671,2016,1,Tucumán,ADSL,144233.0
672,2015,4,Buenos Aires,ADSL,1586343.0
673,2015,4,Capital Federal,ADSL,455427.0
674,2015,4,Catamarca,ADSL,26180.0
675,2015,4,Chaco,ADSL,56818.0
676,2015,4,Chubut,ADSL,43968.0
677,2015,4,Córdoba,ADSL,353530.0
678,2015,4,Corrientes,ADSL,55681.0
679,2015,4,Entre Ríos,ADSL,113983.0
680,2015,4,Formosa,ADSL,21734.0
681,2015,4,Jujuy,ADSL,32934.0
682,2015,4,La Pampa,ADSL,12755.0
683,2015,4,La Rioja,ADSL,16886.0
684,2015,4,Mendoza,ADSL,153293.0
685,2015,4,Misiones,ADSL,60252.0
686,2015,4,Neuquén,ADSL,51680.0
687,2015,4,Río Negro,ADSL,66851.0
688,2015,4,Salta,ADSL,78744.0
689,2015,4,San Juan,ADSL,48670.0
690,2015,4,San Luis,ADSL,11432.0
691,2015,4,Santa Cruz,ADSL,15614.0
692,2015,4,Santa Fe,ADSL,339843.0
693,2015,4,Santiago Del Estero,ADSL,33582.0
694,2015,4,Tierra Del Fuego,ADSL,22636.0
695,2015,4,Tucumán,ADSL,144188.0
696,2015,3,Buenos Aires,ADSL,1585467.0
697,2015,3,Capital Federal,ADSL,454815.0
698,2015,3,Catamarca,ADSL,25801.0
699,2015,3,Chaco,ADSL,56282.0
700,2015,3,Chubut,ADSL,43964.0
701,2015,3,Córdoba,ADSL,351692.0
702,2015,3,Corrientes,ADSL,55792.0
703,2015,3,Entre Ríos,ADSL,113909.0
704,2015,3,Formosa,ADSL,21573.0
705,2015,3,Jujuy,ADSL,32598.0
706,2015,3,La Pampa,ADSL,12755.0
707,2015,3,La Rioja,ADSL,16725.0
708,2015,3,Mendoza,ADSL,153299.0
709,2015,3,Misiones,ADSL,59921.0
710,2015,3,Neuquén,ADSL,47102.0
711,2015,3,Río Negro,ADSL,66806.0
712,2015,3,Salta,ADSL,78064.0
713,2015,3,San Juan,ADSL,48670.0
714,2015,3,San Luis,ADSL,11432.0
715,2015,3,Santa Cruz,ADSL,15540.0
716,2015,3,Santa Fe,ADSL,337042.0
717,2015,3,Santiago Del Estero,ADSL,33886.0
718,2015,3,Tierra Del Fuego,ADSL,22636.0
719,2015,3,Tucumán,ADSL,142925.0
720,2015,2,Buenos Aires,ADSL,1581770.0
721,2015,2,Capital Federal,ADSL,453178.0
722,2015,2,Catamarca,ADSL,25387.0
723,2015,2,Chaco,ADSL,55767.0
724,2015,2,Chubut,ADSL,43949.0
725,2015,2,Córdoba,ADSL,348130.0
726,2015,2,Corrientes,ADSL,55238.0
727,2015,2,Entre Ríos,ADSL,113378.0
728,2015,2,Formosa,ADSL,21097.0
729,2015,2,Jujuy,ADSL,32183.0
730,2015,2,La Pampa,ADSL,12756.0
731,2015,2,La Rioja,ADSL,16463.0
732,2015,2,Mendoza,ADSL,153301.0
733,2015,2,Misiones,ADSL,59179.0
734,2015,2,Neuquén,ADSL,47078.0
735,2015,2,Río Negro,ADSL,66738.0
736,2015,2,Salta,ADSL,77214.0
737,2015,2,San Juan,ADSL,48670.0
738,2015,2,San Luis,ADSL,11432.0
739,2015,2,Santa Cruz,ADSL,15343.0
740,2015,2,Santa Fe,ADSL,333117.0
741,2015,2,Santiago Del Estero,ADSL,33873.0
742,2015,2,Tierra Del Fuego,ADSL,22636.0
743,2015,2,Tucumán,ADSL,139944.0
744,2015,1,Buenos Aires,ADSL,1583135.0
745,2015,1,Capital Federal,ADSL,454934.0
746,2015,1,Catamarca,ADSL,25033.0
747,2015,1,Chaco,ADSL,54952.0
748,2015,1,Chubut,ADSL,45645.0
749,2015,1,Córdoba,ADSL,343883.0
750,2015,1,Corrientes,ADSL,54649.0
751,2015,1,Entre Ríos,ADSL,112363.0
752,2015,1,Formosa,ADSL,21022.0
753,2015,1,Jujuy,ADSL,31505.0
754,2015,1,La Pampa,ADSL,13143.0
755,2015,1,La Rioja,ADSL,16282.0
756,2015,1,Mendoza,ADSL,152433.0
757,2015,1,Misiones,ADSL,58262.0
758,2015,1,Neuquén,ADSL,47518.0
759,2015,1,Río Negro,ADSL,66274.0
760,2015,1,Salta,ADSL,76280.0
761,2015,1,San Juan,ADSL,48441.0
762,2015,1,San Luis,ADSL,11414.0
763,2015,1,Santa Cruz,ADSL,16215.0
764,2015,1,Santa Fe,ADSL,328809.0
765,2015,1,Santiago Del Estero,ADSL,33813.0
766,2015,1,Tierra Del Fuego,ADSL,22291.0
767,2015,1,Tucumán,ADSL,137857.0
768,2014,4,Buenos Aires,ADSL,1575978.0
769,2014,4,Capital Federal,ADSL,455785.0
770,2014,4,Catamarca,ADSL,25192.0
771,2014,4,Chaco,ADSL,55024.0
772,2014,4,Chubut,ADSL,48539.0
773,2014,4,Córdoba,ADSL,345157.0
774,2014,4,Corrientes,ADSL,54754.0
775,2014,4,Entre Ríos,ADSL,112291.0
776,2014,4,Formosa,ADSL,21245.0
777,2014,4,Jujuy,ADSL,31349.0
778,2014,4,La Pampa,ADSL,16043.0
779,2014,4,La Rioja,ADSL,16352.0
780,2014,4,Mendoza,ADSL,151797.0
781,2014,4,Misiones,ADSL,58435.0
782,2014,4,Neuquén,ADSL,47721.0
783,2014,4,Río Negro,ADSL,66307.0
784,2014,4,Salta,ADSL,76026.0
785,2014,4,San Juan,ADSL,48653.0
786,2014,4,San Luis,ADSL,11419.0
787,2014,4,Santa Cruz,ADSL,17553.0
788,2014,4,Santa Fe,ADSL,335267.0
789,2014,4,Santiago Del Estero,ADSL,34110.0
790,2014,4,Tierra Del Fuego,ADSL,21948.0
791,2014,4,Tucumán,ADSL,137093.0
792,2014,3,Buenos Aires,ADSL,1562533.0
793,2014,3,Capital Federal,ADSL,450155.0
794,2014,3,Catamarca,ADSL,24380.0
795,2014,3,Chaco,ADSL,53321.0
796,2014,3,Chubut,ADSL,49219.0
797,2014,3,Córdoba,ADSL,340212.0
798,2014,3,Corrientes,ADSL,52957.0
799,2014,3,Entre Ríos,ADSL,108907.0
800,2014,3,Formosa,ADSL,21021.0
801,2014,3,Jujuy,ADSL,30128.0
802,2014,3,La Pampa,ADSL,16051.0
803,2014,3,La Rioja,ADSL,15864.0
804,2014,3,Mendoza,ADSL,150120.0
805,2014,3,Misiones,ADSL,56933.0
806,2014,3,Neuquén,ADSL,54458.0
807,2014,3,Río Negro,ADSL,65264.0
808,2014,3,Salta,ADSL,73828.0
809,2014,3,San Juan,ADSL,48272.0
810,2014,3,San Luis,ADSL,11303.0
811,2014,3,Santa Cruz,ADSL,17862.0
812,2014,3,Santa Fe,ADSL,325577.0
813,2014,3,Santiago Del Estero,ADSL,32820.0
814,2014,3,Tierra Del Fuego,ADSL,21840.0
815,2014,3,Tucumán,ADSL,131739.0
816,2014,2,Buenos Aires,ADSL,1568881.0
817,2014,2,Capital Federal,ADSL,447637.0
818,2014,2,Catamarca,ADSL,24380.0
819,2014,2,Chaco,ADSL,53321.0
820,2014,2,Chubut,ADSL,51070.0
821,2014,2,Córdoba,ADSL,337825.0
822,2014,2,Corrientes,ADSL,52883.0
823,2014,2,Entre Ríos,ADSL,108900.0
824,2014,2,Formosa,ADSL,20894.0
825,2014,2,Jujuy,ADSL,30128.0
826,2014,2,La Pampa,ADSL,15957.0
827,2014,2,La Rioja,ADSL,15864.0
828,2014,2,Mendoza,ADSL,148979.0
829,2014,2,Misiones,ADSL,56933.0
830,2014,2,Neuquén,ADSL,47767.0
831,2014,2,Río Negro,ADSL,64920.0
832,2014,2,Salta,ADSL,73841.0
833,2014,2,San Juan,ADSL,48161.0
834,2014,2,San Luis,ADSL,11306.0
835,2014,2,Santa Cruz,ADSL,18956.0
836,2014,2,Santa Fe,ADSL,324101.0
837,2014,2,Santiago Del Estero,ADSL,32820.0
838,2014,2,Tierra Del Fuego,ADSL,21618.0
839,2014,2,Tucumán,ADSL,131740.0
840,2014,1,Buenos Aires,ADSL,1567685.0
841,2014,1,Capital Federal,ADSL,445569.0
842,2014,1,Catamarca,ADSL,24126.0
843,2014,1,Chaco,ADSL,52971.0
844,2014,1,Chubut,ADSL,51066.0
845,2014,1,Córdoba,ADSL,336841.0
846,2014,1,Corrientes,ADSL,52565.0
847,2014,1,Entre Ríos,ADSL,107883.0
848,2014,1,Formosa,ADSL,20774.0
849,2014,1,Jujuy,ADSL,29765.0
850,2014,1,La Pampa,ADSL,15826.0
851,2014,1,La Rioja,ADSL,15663.0
852,2014,1,Mendoza,ADSL,148970.0
853,2014,1,Misiones,ADSL,56597.0
854,2014,1,Neuquén,ADSL,47790.0
855,2014,1,Río Negro,ADSL,64886.0
856,2014,1,Salta,ADSL,73131.0
857,2014,1,San Juan,ADSL,48161.0
858,2014,1,San Luis,ADSL,11306.0
859,2014,1,Santa Cruz,ADSL,18927.0
860,2014,1,Santa Fe,ADSL,322662.0
861,2014,1,Santiago Del Estero,ADSL,32567.0
862,2014,1,Tierra Del Fuego,ADSL,21618.0
863,2014,1,Tucumán,ADSL,129717.0
864,2022,4,Buenos Aires,Cablemodem,2767247.0
865,2022,4,Capital Federal,Cablemodem,1238196.0
866,2022,4,Catamarca,Cablemodem,10998.0
867,2022,4,Chaco,Cablemodem,61265.0
868,2022,4,Chubut,Cablemodem,73923.0
869,2022,4,Córdoba,Cablemodem,456947.0
870,2022,4,Corrientes,Cablemodem,80283.0
871,2022,4,Entre Ríos,Cablemodem,135746.0
872,2022,4,Formosa,Cablemodem,17068.0
873,2022,4,Jujuy,Cablemodem,52390.0
874,2022,4,La Pampa,Cablemodem,60566.0
875,2022,4,La Rioja,Cablemodem,54387.0
876,2022,4,Mendoza,Cablemodem,77814.0
877,2022,4,Misiones,Cablemodem,87202.0
878,2022,4,Neuquén,Cablemodem,72679.0
879,2022,4,Río Negro,Cablemodem,48401.0
880,2022,4,Salta,Cablemodem,97023.0
881,2022,4,San Juan,Cablemodem,22913.0
882,2022,4,San Luis,Cablemodem,43460.0
883,2022,4,Santa Cruz,Cablemodem,23876.0
884,2022,4,Santa Fe,Cablemodem,412157.0
885,2022,4,Santiago Del Estero,Cablemodem,80955.0
886,2022,4,Tierra Del Fuego,Cablemodem,41293.0
887,2022,4,Tucumán,Cablemodem,20668.0
888,2022,3,Buenos Aires,Cablemodem,2748325.0
889,2022,3,Capital Federal,Cablemodem,1240125.0
890,2022,3,Catamarca,Cablemodem,10495.0
891,2022,3,Chaco,Cablemodem,61800.0
892,2022,3,Chubut,Cablemodem,72212.0
893,2022,3,Córdoba,Cablemodem,465461.0
894,2022,3,Corrientes,Cablemodem,77140.0
895,2022,3,Entre Ríos,Cablemodem,132952.0
896,2022,3,Formosa,Cablemodem,25880.0
897,2022,3,Jujuy,Cablemodem,52978.0
898,2022,3,La Pampa,Cablemodem,60078.0
899,2022,3,La Rioja,Cablemodem,53899.0
900,2022,3,Mendoza,Cablemodem,78858.0
901,2022,3,Misiones,Cablemodem,88902.0
902,2022,3,Neuquén,Cablemodem,75815.0
903,2022,3,Río Negro,Cablemodem,48260.0
904,2022,3,Salta,Cablemodem,96984.0
905,2022,3,San Juan,Cablemodem,22723.0
906,2022,3,San Luis,Cablemodem,29363.0
907,2022,3,Santa Cruz,Cablemodem,24047.0
908,2022,3,Santa Fe,Cablemodem,426255.0
909,2022,3,Santiago Del Estero,Cablemodem,80937.0
910,2022,3,Tierra Del Fuego,Cablemodem,39963.0
911,2022,3,Tucumán,Cablemodem,18518.0
912,2022,2,Buenos Aires,Cablemodem,2719613.0
913,2022,2,Capital Federal,Cablemodem,1232226.0
914,2022,2,Catamarca,Cablemodem,9430.0
915,2022,2,Chaco,Cablemodem,61284.0
916,2022,2,Chubut,Cablemodem,69242.0
917,2022,2,Córdoba,Cablemodem,467595.0
918,2022,2,Corrientes,Cablemodem,75769.0
919,2022,2,Entre Ríos,Cablemodem,131029.0
920,2022,2,Formosa,Cablemodem,25487.0
921,2022,2,Jujuy,Cablemodem,54495.0
922,2022,2,La Pampa,Cablemodem,59273.0
923,2022,2,La Rioja,Cablemodem,52656.0
924,2022,2,Mendoza,Cablemodem,77504.0
925,2022,2,Misiones,Cablemodem,89260.0
926,2022,2,Neuquén,Cablemodem,74905.0
927,2022,2,Río Negro,Cablemodem,47040.0
928,2022,2,Salta,Cablemodem,96178.0
929,2022,2,San Juan,Cablemodem,19734.0
930,2022,2,San Luis,Cablemodem,29034.0
931,2022,2,Santa Cruz,Cablemodem,23725.0
932,2022,2,Santa Fe,Cablemodem,428233.0
933,2022,2,Santiago Del Estero,Cablemodem,80338.0
934,2022,2,Tierra Del Fuego,Cablemodem,39837.0
935,2022,2,Tucumán,Cablemodem,15327.0
936,2022,1,Buenos Aires,Cablemodem,2728865.0
937,2022,1,Capital Federal,Cablemodem,1217225.0
938,2022,1,Catamarca,Cablemodem,15517.0
939,2022,1,Chaco,Cablemodem,64546.0
940,2022,1,Chubut,Cablemodem,66667.0
941,2022,1,Córdoba,Cablemodem,501799.0
942,2022,1,Corrientes,Cablemodem,79093.0
943,2022,1,Entre Ríos,Cablemodem,138986.0
944,2022,1,Formosa,Cablemodem,15927.0
945,2022,1,Jujuy,Cablemodem,60616.0
946,2022,1,La Pampa,Cablemodem,58978.0
947,2022,1,La Rioja,Cablemodem,59228.0
948,2022,1,Mendoza,Cablemodem,74145.0
949,2022,1,Misiones,Cablemodem,91752.0
950,2022,1,Neuquén,Cablemodem,73200.0
951,2022,1,Río Negro,Cablemodem,45366.0
952,2022,1,Salta,Cablemodem,98667.0
953,2022,1,San Juan,Cablemodem,14449.0
954,2022,1,San Luis,Cablemodem,11296.0
955,2022,1,Santa Cruz,Cablemodem,23420.0
956,2022,1,Santa Fe,Cablemodem,444609.0
957,2022,1,Santiago Del Estero,Cablemodem,87979.0
958,2022,1,Tierra Del Fuego,Cablemodem,38700.0
959,2022,1,Tucumán,Cablemodem,62396.0
960,2021,4,Buenos Aires,Cablemodem,2706506.0
961,2021,4,Capital Federal,Cablemodem,1205128.0
962,2021,4,Catamarca,Cablemodem,13858.0
963,2021,4,Chaco,Cablemodem,63145.0
964,2021,4,Chubut,Cablemodem,57412.0
965,2021,4,Córdoba,Cablemodem,487489.0
966,2021,4,Corrientes,Cablemodem,71183.0
967,2021,4,Entre Ríos,Cablemodem,133387.0
968,2021,4,Formosa,Cablemodem,15111.0
969,2021,4,Jujuy,Cablemodem,60511.0
970,2021,4,La Pampa,Cablemodem,58000.0
971,2021,4,La Rioja,Cablemodem,56651.0
972,2021,4,Mendoza,Cablemodem,71553.0
973,2021,4,Misiones,Cablemodem,92068.0
974,2021,4,Neuquén,Cablemodem,72761.0
975,2021,4,Río Negro,Cablemodem,44495.0
976,2021,4,Salta,Cablemodem,99808.0
977,2021,4,San Juan,Cablemodem,13102.0
978,2021,4,San Luis,Cablemodem,11064.0
979,2021,4,Santa Cruz,Cablemodem,22902.0
980,2021,4,Santa Fe,Cablemodem,444373.0
981,2021,4,Santiago Del Estero,Cablemodem,86563.0
982,2021,4,Tierra Del Fuego,Cablemodem,38148.0
983,2021,4,Tucumán,Cablemodem,59022.0
984,2021,3,Buenos Aires,Cablemodem,2595485.0
985,2021,3,Capital Federal,Cablemodem,1192107.0
986,2021,3,Catamarca,Cablemodem,11709.0
987,2021,3,Chaco,Cablemodem,63659.0
988,2021,3,Chubut,Cablemodem,55794.0
989,2021,3,Córdoba,Cablemodem,477223.0
990,2021,3,Corrientes,Cablemodem,69403.0
991,2021,3,Entre Ríos,Cablemodem,128752.0
992,2021,3,Formosa,Cablemodem,14111.0
993,2021,3,Jujuy,Cablemodem,60758.0
994,2021,3,La Pampa,Cablemodem,57881.0
995,2021,3,La Rioja,Cablemodem,54744.0
996,2021,3,Mendoza,Cablemodem,71247.0
997,2021,3,Misiones,Cablemodem,89469.0
998,2021,3,Neuquén,Cablemodem,73794.0
999,2021,3,Río Negro,Cablemodem,44519.0
1000,2021,3,Salta,Cablemodem,98318.0
1001,2021,3,San Juan,Cablemodem,12922.0
1002,2021,3,San Luis,Cablemodem,11884.0
1003,2021,3,Santa Cruz,Cablemodem,22961.0
1004,2021,3,Santa Fe,Cablemodem,443156.0
1005,2021,3,Santiago Del Estero,Cablemodem,85535.0
1006,2021,3,Tierra Del Fuego,Cablemodem,36958.0
1007,2021,3,Tucumán,Cablemodem,53868.0
1008,2021,2,Buenos Aires,Cablemodem,2503830.0
1009,2021,2,Capital Federal,Cablemodem,1175097.0
1010,2021,2,Catamarca,Cablemodem,9426.0
1011,2021,2,Chaco,Cablemodem,62948.0
1012,2021,2,Chubut,Cablemodem,41497.0
1013,2021,2,Córdoba,Cablemodem,467782.0
1014,2021,2,Corrientes,Cablemodem,67262.0
1015,2021,2,Entre Ríos,Cablemodem,124957.0
1016,2021,2,Formosa,Cablemodem,12509.0
1017,2021,2,Jujuy,Cablemodem,60800.0
1018,2021,2,La Pampa,Cablemodem,57014.0
1019,2021,2,La Rioja,Cablemodem,54255.0
1020,2021,2,Mendoza,Cablemodem,70834.0
1021,2021,2,Misiones,Cablemodem,87861.0
1022,2021,2,Neuquén,Cablemodem,72690.0
1023,2021,2,Río Negro,Cablemodem,43761.0
1024,2021,2,Salta,Cablemodem,96016.0
1025,2021,2,San Juan,Cablemodem,12369.0
1026,2021,2,San Luis,Cablemodem,11308.0
1027,2021,2,Santa Cruz,Cablemodem,22967.0
1028,2021,2,Santa Fe,Cablemodem,431915.0
1029,2021,2,Santiago Del Estero,Cablemodem,83770.0
1030,2021,2,Tierra Del Fuego,Cablemodem,22504.0
1031,2021,2,Tucumán,Cablemodem,48359.0
1032,2021,1,Buenos Aires,Cablemodem,2452056.0
1033,2021,1,Capital Federal,Cablemodem,1145093.0
1034,2021,1,Catamarca,Cablemodem,4409.0
1035,2021,1,Chaco,Cablemodem,61251.0
1036,2021,1,Chubut,Cablemodem,40960.0
1037,2021,1,Córdoba,Cablemodem,444695.0
1038,2021,1,Corrientes,Cablemodem,62876.0
1039,2021,1,Entre Ríos,Cablemodem,118424.0
1040,2021,1,Formosa,Cablemodem,11412.0
1041,2021,1,Jujuy,Cablemodem,54324.0
1042,2021,1,La Pampa,Cablemodem,58711.0
1043,2021,1,La Rioja,Cablemodem,34984.0
1044,2021,1,Mendoza,Cablemodem,69295.0
1045,2021,1,Misiones,Cablemodem,82339.0
1046,2021,1,Neuquén,Cablemodem,70457.0
1047,2021,1,Río Negro,Cablemodem,42192.0
1048,2021,1,Salta,Cablemodem,89187.0
1049,2021,1,San Juan,Cablemodem,11589.0
1050,2021,1,San Luis,Cablemodem,10678.0
1051,2021,1,Santa Cruz,Cablemodem,23089.0
1052,2021,1,Santa Fe,Cablemodem,421480.0
1053,2021,1,Santiago Del Estero,Cablemodem,75849.0
1054,2021,1,Tierra Del Fuego,Cablemodem,27247.0
1055,2021,1,Tucumán,Cablemodem,12185.0
1056,2020,4,Buenos Aires,Cablemodem,2441248.0
1057,2020,4,Capital Federal,Cablemodem,1142528.0
1058,2020,4,Catamarca,Cablemodem,5115.0
1059,2020,4,Chaco,Cablemodem,61200.0
1060,2020,4,Chubut,Cablemodem,39756.0
1061,2020,4,Córdoba,Cablemodem,439322.0
1062,2020,4,Corrientes,Cablemodem,61495.0
1063,2020,4,Entre Ríos,Cablemodem,113670.0
1064,2020,4,Formosa,Cablemodem,10789.0
1065,2020,4,Jujuy,Cablemodem,52815.0
1066,2020,4,La Pampa,Cablemodem,58945.0
1067,2020,4,La Rioja,Cablemodem,34984.0
1068,2020,4,Mendoza,Cablemodem,68364.0
1069,2020,4,Misiones,Cablemodem,79855.0
1070,2020,4,Neuquén,Cablemodem,70614.0
1071,2020,4,Río Negro,Cablemodem,42022.0
1072,2020,4,Salta,Cablemodem,87817.0
1073,2020,4,San Juan,Cablemodem,7004.0
1074,2020,4,San Luis,Cablemodem,11767.0
1075,2020,4,Santa Cruz,Cablemodem,19657.0
1076,2020,4,Santa Fe,Cablemodem,414746.0
1077,2020,4,Santiago Del Estero,Cablemodem,70522.0
1078,2020,4,Tierra Del Fuego,Cablemodem,26439.0
1079,2020,4,Tucumán,Cablemodem,11150.0
1080,2020,3,Buenos Aires,Cablemodem,2384557.0
1081,2020,3,Capital Federal,Cablemodem,1129573.0
1082,2020,3,Catamarca,Cablemodem,3690.0
1083,2020,3,Chaco,Cablemodem,58825.0
1084,2020,3,Chubut,Cablemodem,39386.0
1085,2020,3,Córdoba,Cablemodem,430771.0
1086,2020,3,Corrientes,Cablemodem,58681.0
1087,2020,3,Entre Ríos,Cablemodem,106950.0
1088,2020,3,Formosa,Cablemodem,10003.0
1089,2020,3,Jujuy,Cablemodem,57682.0
1090,2020,3,La Pampa,Cablemodem,56845.0
1091,2020,3,La Rioja,Cablemodem,34984.0
1092,2020,3,Mendoza,Cablemodem,64672.0
1093,2020,3,Misiones,Cablemodem,77989.0
1094,2020,3,Neuquén,Cablemodem,70446.0
1095,2020,3,Río Negro,Cablemodem,40001.0
1096,2020,3,Salta,Cablemodem,84128.0
1097,2020,3,San Juan,Cablemodem,9223.0
1098,2020,3,San Luis,Cablemodem,10077.0
1099,2020,3,Santa Cruz,Cablemodem,16098.0
1100,2020,3,Santa Fe,Cablemodem,405807.0
1101,2020,3,Santiago Del Estero,Cablemodem,70720.0
1102,2020,3,Tierra Del Fuego,Cablemodem,26491.0
1103,2020,3,Tucumán,Cablemodem,11752.0
1104,2020,2,Buenos Aires,Cablemodem,2244277.0
1105,2020,2,Capital Federal,Cablemodem,1106133.0
1106,2020,2,Catamarca,Cablemodem,3641.0
1107,2020,2,Chaco,Cablemodem,56017.0
1108,2020,2,Chubut,Cablemodem,38279.0
1109,2020,2,Córdoba,Cablemodem,415007.0
1110,2020,2,Corrientes,Cablemodem,55536.0
1111,2020,2,Entre Ríos,Cablemodem,99423.0
1112,2020,2,Formosa,Cablemodem,9353.0
1113,2020,2,Jujuy,Cablemodem,38938.0
1114,2020,2,La Pampa,Cablemodem,54422.0
1115,2020,2,La Rioja,Cablemodem,34984.0
1116,2020,2,Mendoza,Cablemodem,62941.0
1117,2020,2,Misiones,Cablemodem,74497.0
1118,2020,2,Neuquén,Cablemodem,67990.0
1119,2020,2,Río Negro,Cablemodem,39650.0
1120,2020,2,Salta,Cablemodem,81740.0
1121,2020,2,San Juan,Cablemodem,8275.0
1122,2020,2,San Luis,Cablemodem,8357.0
1123,2020,2,Santa Cruz,Cablemodem,16044.0
1124,2020,2,Santa Fe,Cablemodem,381679.0
1125,2020,2,Santiago Del Estero,Cablemodem,72074.0
1126,2020,2,Tierra Del Fuego,Cablemodem,26025.0
1127,2020,2,Tucumán,Cablemodem,9833.0
1128,2020,1,Buenos Aires,Cablemodem,2210349.0
1129,2020,1,Capital Federal,Cablemodem,1097635.0
1130,2020,1,Catamarca,Cablemodem,3146.0
1131,2020,1,Chaco,Cablemodem,54144.0
1132,2020,1,Chubut,Cablemodem,27287.0
1133,2020,1,Córdoba,Cablemodem,406109.0
1134,2020,1,Corrientes,Cablemodem,53231.0
1135,2020,1,Entre Ríos,Cablemodem,95434.0
1136,2020,1,Formosa,Cablemodem,8887.0
1137,2020,1,Jujuy,Cablemodem,38938.0
1138,2020,1,La Pampa,Cablemodem,53755.0
1139,2020,1,La Rioja,Cablemodem,34984.0
1140,2020,1,Mendoza,Cablemodem,50251.0
1141,2020,1,Misiones,Cablemodem,69452.0
1142,2020,1,Neuquén,Cablemodem,65951.0
1143,2020,1,Río Negro,Cablemodem,38479.0
1144,2020,1,Salta,Cablemodem,75593.0
1145,2020,1,San Juan,Cablemodem,6448.0
1146,2020,1,San Luis,Cablemodem,7612.0
1147,2020,1,Santa Cruz,Cablemodem,15766.0
1148,2020,1,Santa Fe,Cablemodem,383673.0
1149,2020,1,Santiago Del Estero,Cablemodem,70424.0
1150,2020,1,Tierra Del Fuego,Cablemodem,25632.0
1151,2020,1,Tucumán,Cablemodem,10494.0
1152,2019,4,Buenos Aires,Cablemodem,2191672.0
1153,2019,4,Capital Federal,Cablemodem,1093143.0
