,Año,Trimestre,Provincia,Rango_Velocidad,Accesos
1764,2022,3,Mendoza,+ 1 Mbps - 6 Mbps,44232.0
1765,2022,3,Misiones,+ 1 Mbps - 6 Mbps,36628.0
1766,2022,3,Neuquén,+ 1 Mbps - 6 Mbps,38485.0
1767,2022,3,Río Negro,+ 1 Mbps - 6 Mbps,32936.0
1768,2022,3,Salta,+ 1 Mbps - 6 Mbps,32923.0
1769,2022,3,San Juan,+ 1 Mbps - 6 Mbps,30324.0
1770,2022,3,San Luis,+ 1 Mbps - 6 Mbps,6563.0
1771,2022,3,Santa Cruz,+ 1 Mbps - 6 Mbps,12342.0
1772,2022,3,Santa Fe,+ 1 Mbps - 6 Mbps,132709.0
1773,2022,3,Santiago Del Estero,+ 1 Mbps - 6 Mbps,28357.0
1774,2022,3,Tierra Del Fuego,+ 1 Mbps - 6 Mbps,12002.0
1775,2022,3,Tucumán,+ 1 Mbps - 6 Mbps,32571.0
1776,2022,2,Buenos Aires,+ 1 Mbps - 6 Mbps,295238.0
1777,2022,2,Capital Federal,+ 1 Mbps - 6 Mbps,36036.0
1778,2022,2,Catamarca,+ 1 Mbps - 6 Mbps,3678.0
1779,2022,2,Chaco,+ 1 Mbps - 6 Mbps,17603.0
1780,2022,2,Chubut,+ 1 Mbps - 6 Mbps,45804.0
1781,2022,2,Córdoba,+ 1 Mbps - 6 Mbps,160486.0
1782,2022,2,Corrientes,+ 1 Mbps - 6 Mbps,24253.0
1783,2022,2,Entre Ríos,+ 1 Mbps - 6 Mbps,48637.0
1784,2022,2,Formosa,+ 1 Mbps - 6 Mbps,23834.0
1785,2022,2,Jujuy,+ 1 Mbps - 6 Mbps,19458.0
1786,2022,2,La Pampa,+ 1 Mbps - 6 Mbps,62546.0
1787,2022,2,La Rioja,+ 1 Mbps - 6 Mbps,3179.0
1788,2022,2,Mendoza,+ 1 Mbps - 6 Mbps,44961.0
1789,2022,2,Misiones,+ 1 Mbps - 6 Mbps,37254.0
1790,2022,2,Neuquén,+ 1 Mbps - 6 Mbps,38826.0
1791,2022,2,Río Negro,+ 1 Mbps - 6 Mbps,33364.0
1792,2022,2,Salta,+ 1 Mbps - 6 Mbps,33732.0
1793,2022,2,San Juan,+ 1 Mbps - 6 Mbps,30385.0
1794,2022,2,San Luis,+ 1 Mbps - 6 Mbps,6840.0
1795,2022,2,Santa Cruz,+ 1 Mbps - 6 Mbps,12348.0
1796,2022,2,Santa Fe,+ 1 Mbps - 6 Mbps,138534.0
1797,2022,2,Santiago Del Estero,+ 1 Mbps - 6 Mbps,29581.0
1798,2022,2,Tierra Del Fuego,+ 1 Mbps - 6 Mbps,12052.0
1799,2022,2,Tucumán,+ 1 Mbps - 6 Mbps,34461.0
1800,2022,1,Buenos Aires,+ 1 Mbps - 6 Mbps,313382.0
1801,2022,1,Capital Federal,+ 1 Mbps - 6 Mbps,39918.0
1802,2022,1,Catamarca,+ 1 Mbps - 6 Mbps,4386.0
1803,2022,1,Chaco,+ 1 Mbps - 6 Mbps,16888.0
1804,2022,1,Chubut,+ 1 Mbps - 6 Mbps,61369.0
1805,2022,1,Córdoba,+ 1 Mbps - 6 Mbps,165922.0
1806,2022,1,Corrientes,+ 1 Mbps - 6 Mbps,24563.0
1807,2022,1,Entre Ríos,+ 1 Mbps - 6 Mbps,50075.0
1808,2022,1,Formosa,+ 1 Mbps - 6 Mbps,24113.0
1809,2022,1,Jujuy,+ 1 Mbps - 6 Mbps,22141.0
1810,2022,1,La Pampa,+ 1 Mbps - 6 Mbps,62812.0
1811,2022,1,La Rioja,+ 1 Mbps - 6 Mbps,3576.0
1812,2022,1,Mendoza,+ 1 Mbps - 6 Mbps,51230.0
1813,2022,1,Misiones,+ 1 Mbps - 6 Mbps,35655.0
1814,2022,1,Neuquén,+ 1 Mbps - 6 Mbps,39856.0
1815,2022,1,Río Negro,+ 1 Mbps - 6 Mbps,35565.0
1816,2022,1,Salta,+ 1 Mbps - 6 Mbps,35576.0
1817,2022,1,San Juan,+ 1 Mbps - 6 Mbps,32356.0
1818,2022,1,San Luis,+ 1 Mbps - 6 Mbps,8287.0
1819,2022,1,Santa Cruz,+ 1 Mbps - 6 Mbps,12710.0
1820,2022,1,Santa Fe,+ 1 Mbps - 6 Mbps,143796.0
1821,2022,1,Santiago Del Estero,+ 1 Mbps - 6 Mbps,30220.0
1822,2022,1,Tierra Del Fuego,+ 1 Mbps - 6 Mbps,12849.0
1823,2022,1,Tucumán,+ 1 Mbps - 6 Mbps,36028.0
1824,2021,4,Buenos Aires,+ 1 Mbps - 6 Mbps,352950.0
1825,2021,4,Capital Federal,+ 1 Mbps - 6 Mbps,47133.0
1826,2021,4,Catamarca,+ 1 Mbps - 6 Mbps,6038.0
1827,2021,4,Chaco,+ 1 Mbps - 6 Mbps,18845.0
1828,2021,4,Chubut,+ 1 Mbps - 6 Mbps,63698.0
1829,2021,4,Córdoba,+ 1 Mbps - 6 Mbps,184548.0
1830,2021,4,Corrientes,+ 1 Mbps - 6 Mbps,28830.0
1831,2021,4,Entre Ríos,+ 1 Mbps - 6 Mbps,56043.0
1832,2021,4,Formosa,+ 1 Mbps - 6 Mbps,22908.0
1833,2021,4,Jujuy,+ 1 Mbps - 6 Mbps,22446.0
1834,2021,4,La Pampa,+ 1 Mbps - 6 Mbps,64840.0
1835,2021,4,La Rioja,+ 1 Mbps - 6 Mbps,5018.0
1836,2021,4,Mendoza,+ 1 Mbps - 6 Mbps,66428.0
1837,2021,4,Misiones,+ 1 Mbps - 6 Mbps,41916.0
1838,2021,4,Neuquén,+ 1 Mbps - 6 Mbps,42313.0
1839,2021,4,Río Negro,+ 1 Mbps - 6 Mbps,38373.0
1840,2021,4,Salta,+ 1 Mbps - 6 Mbps,40673.0
1841,2021,4,San Juan,+ 1 Mbps - 6 Mbps,28906.0
1842,2021,4,San Luis,+ 1 Mbps - 6 Mbps,8550.0
1843,2021,4,Santa Cruz,+ 1 Mbps - 6 Mbps,20305.0
1844,2021,4,Santa Fe,+ 1 Mbps - 6 Mbps,169706.0
1845,2021,4,Santiago Del Estero,+ 1 Mbps - 6 Mbps,31915.0
1846,2021,4,Tierra Del Fuego,+ 1 Mbps - 6 Mbps,13505.0
1847,2021,4,Tucumán,+ 1 Mbps - 6 Mbps,37321.0
1848,2021,3,Buenos Aires,+ 1 Mbps - 6 Mbps,1108940.0
1849,2021,3,Capital Federal,+ 1 Mbps - 6 Mbps,156978.0
1850,2021,3,Catamarca,+ 1 Mbps - 6 Mbps,6755.0
1851,2021,3,Chaco,+ 1 Mbps - 6 Mbps,22545.0
1852,2021,3,Chubut,+ 1 Mbps - 6 Mbps,89168.0
1853,2021,3,Córdoba,+ 1 Mbps - 6 Mbps,204989.0
1854,2021,3,Corrientes,+ 1 Mbps - 6 Mbps,29629.0
1855,2021,3,Entre Ríos,+ 1 Mbps - 6 Mbps,61354.0
1856,2021,3,Formosa,+ 1 Mbps - 6 Mbps,22778.0
1857,2021,3,Jujuy,+ 1 Mbps - 6 Mbps,23884.0
1858,2021,3,La Pampa,+ 1 Mbps - 6 Mbps,65063.0
1859,2021,3,La Rioja,+ 1 Mbps - 6 Mbps,5366.0
1860,2021,3,Mendoza,+ 1 Mbps - 6 Mbps,151871.0
1861,2021,3,Misiones,+ 1 Mbps - 6 Mbps,41932.0
1862,2021,3,Neuquén,+ 1 Mbps - 6 Mbps,57441.0
1863,2021,3,Río Negro,+ 1 Mbps - 6 Mbps,68991.0
1864,2021,3,Salta,+ 1 Mbps - 6 Mbps,41431.0
1865,2021,3,San Juan,+ 1 Mbps - 6 Mbps,59873.0
1866,2021,3,San Luis,+ 1 Mbps - 6 Mbps,11552.0
1867,2021,3,Santa Cruz,+ 1 Mbps - 6 Mbps,30561.0
1868,2021,3,Santa Fe,+ 1 Mbps - 6 Mbps,193207.0
1869,2021,3,Santiago Del Estero,+ 1 Mbps - 6 Mbps,32752.0
1870,2021,3,Tierra Del Fuego,+ 1 Mbps - 6 Mbps,23723.0
1871,2021,3,Tucumán,+ 1 Mbps - 6 Mbps,39446.0
1872,2021,2,Buenos Aires,+ 1 Mbps - 6 Mbps,1096049.0
1873,2021,2,Capital Federal,+ 1 Mbps - 6 Mbps,157558.0
1874,2021,2,Catamarca,+ 1 Mbps - 6 Mbps,7219.0
1875,2021,2,Chaco,+ 1 Mbps - 6 Mbps,23444.0
1876,2021,2,Chubut,+ 1 Mbps - 6 Mbps,89639.0
1877,2021,2,Córdoba,+ 1 Mbps - 6 Mbps,201757.0
1878,2021,2,Corrientes,+ 1 Mbps - 6 Mbps,29419.0
1879,2021,2,Entre Ríos,+ 1 Mbps - 6 Mbps,63518.0
1880,2021,2,Formosa,+ 1 Mbps - 6 Mbps,22364.0
1881,2021,2,Jujuy,+ 1 Mbps - 6 Mbps,24182.0
1882,2021,2,La Pampa,+ 1 Mbps - 6 Mbps,64146.0
1883,2021,2,La Rioja,+ 1 Mbps - 6 Mbps,5312.0
1884,2021,2,Mendoza,+ 1 Mbps - 6 Mbps,137462.0
1885,2021,2,Misiones,+ 1 Mbps - 6 Mbps,41643.0
1886,2021,2,Neuquén,+ 1 Mbps - 6 Mbps,57713.0
1887,2021,2,Río Negro,+ 1 Mbps - 6 Mbps,69356.0
1888,2021,2,Salta,+ 1 Mbps - 6 Mbps,42543.0
1889,2021,2,San Juan,+ 1 Mbps - 6 Mbps,59989.0
1890,2021,2,San Luis,+ 1 Mbps - 6 Mbps,11752.0
1891,2021,2,Santa Cruz,+ 1 Mbps - 6 Mbps,30595.0
1892,2021,2,Santa Fe,+ 1 Mbps - 6 Mbps,202018.0
1893,2021,2,Santiago Del Estero,+ 1 Mbps - 6 Mbps,32034.0
1894,2021,2,Tierra Del Fuego,+ 1 Mbps - 6 Mbps,21335.0
1895,2021,2,Tucumán,+ 1 Mbps - 6 Mbps,40224.0
1896,2021,1,Buenos Aires,+ 1 Mbps - 6 Mbps,1108368.0
1897,2021,1,Capital Federal,+ 1 Mbps - 6 Mbps,159662.0
1898,2021,1,Catamarca,+ 1 Mbps - 6 Mbps,7423.0
1899,2021,1,Chaco,+ 1 Mbps - 6 Mbps,24357.0
1900,2021,1,Chubut,+ 1 Mbps - 6 Mbps,86986.0
1901,2021,1,Córdoba,+ 1 Mbps - 6 Mbps,211799.0
1902,2021,1,Corrientes,+ 1 Mbps - 6 Mbps,31544.0
1903,2021,1,Entre Ríos,+ 1 Mbps - 6 Mbps,67255.0
1904,2021,1,Formosa,+ 1 Mbps - 6 Mbps,22409.0
1905,2021,1,Jujuy,+ 1 Mbps - 6 Mbps,23735.0
1906,2021,1,La Pampa,+ 1 Mbps - 6 Mbps,68200.0
1907,2021,1,La Rioja,+ 1 Mbps - 6 Mbps,36749.0
1908,2021,1,Mendoza,+ 1 Mbps - 6 Mbps,134386.0
1909,2021,1,Misiones,+ 1 Mbps - 6 Mbps,40949.0
1910,2021,1,Neuquén,+ 1 Mbps - 6 Mbps,56171.0
1911,2021,1,Río Negro,+ 1 Mbps - 6 Mbps,70011.0
1912,2021,1,Salta,+ 1 Mbps - 6 Mbps,40785.0
1913,2021,1,San Juan,+ 1 Mbps - 6 Mbps,60439.0
1914,2021,1,San Luis,+ 1 Mbps - 6 Mbps,11889.0
1915,2021,1,Santa Cruz,+ 1 Mbps - 6 Mbps,30655.0
1916,2021,1,Santa Fe,+ 1 Mbps - 6 Mbps,201632.0
1917,2021,1,Santiago Del Estero,+ 1 Mbps - 6 Mbps,33884.0
1918,2021,1,Tierra Del Fuego,+ 1 Mbps - 6 Mbps,21379.0
1919,2021,1,Tucumán,+ 1 Mbps - 6 Mbps,42810.0
1920,2020,4,Buenos Aires,+ 1 Mbps - 6 Mbps,1109865.0
1921,2020,4,Capital Federal,+ 1 Mbps - 6 Mbps,160210.0
1922,2020,4,Catamarca,+ 1 Mbps - 6 Mbps,8843.0
1923,2020,4,Chaco,+ 1 Mbps - 6 Mbps,24782.0
1924,2020,4,Chubut,+ 1 Mbps - 6 Mbps,88157.0
1925,2020,4,Córdoba,+ 1 Mbps - 6 Mbps,214963.0
1926,2020,4,Corrientes,+ 1 Mbps - 6 Mbps,31900.0
1927,2020,4,Entre Ríos,+ 1 Mbps - 6 Mbps,65659.0
1928,2020,4,Formosa,+ 1 Mbps - 6 Mbps,23540.0
1929,2020,4,Jujuy,+ 1 Mbps - 6 Mbps,23772.0
1930,2020,4,La Pampa,+ 1 Mbps - 6 Mbps,70184.0
1931,2020,4,La Rioja,+ 1 Mbps - 6 Mbps,36906.0
1932,2020,4,Mendoza,+ 1 Mbps - 6 Mbps,146312.0
1933,2020,4,Misiones,+ 1 Mbps - 6 Mbps,39988.0
1934,2020,4,Neuquén,+ 1 Mbps - 6 Mbps,56434.0
1935,2020,4,Río Negro,+ 1 Mbps - 6 Mbps,70305.0
1936,2020,4,Salta,+ 1 Mbps - 6 Mbps,41443.0
1937,2020,4,San Juan,+ 1 Mbps - 6 Mbps,61316.0
1938,2020,4,San Luis,+ 1 Mbps - 6 Mbps,14020.0
1939,2020,4,Santa Cruz,+ 1 Mbps - 6 Mbps,27173.0
1940,2020,4,Santa Fe,+ 1 Mbps - 6 Mbps,206372.0
1941,2020,4,Santiago Del Estero,+ 1 Mbps - 6 Mbps,34518.0
1942,2020,4,Tierra Del Fuego,+ 1 Mbps - 6 Mbps,21881.0
1943,2020,4,Tucumán,+ 1 Mbps - 6 Mbps,44095.0
1944,2020,3,Buenos Aires,+ 1 Mbps - 6 Mbps,1113823.0
1945,2020,3,Capital Federal,+ 1 Mbps - 6 Mbps,162222.0
1946,2020,3,Catamarca,+ 1 Mbps - 6 Mbps,8276.0
1947,2020,3,Chaco,+ 1 Mbps - 6 Mbps,24675.0
1948,2020,3,Chubut,+ 1 Mbps - 6 Mbps,87559.0
1949,2020,3,Córdoba,+ 1 Mbps - 6 Mbps,218599.0
1950,2020,3,Corrientes,+ 1 Mbps - 6 Mbps,35190.0
1951,2020,3,Entre Ríos,+ 1 Mbps - 6 Mbps,66648.0
1952,2020,3,Formosa,+ 1 Mbps - 6 Mbps,23163.0
1953,2020,3,Jujuy,+ 1 Mbps - 6 Mbps,32131.0
1954,2020,3,La Pampa,+ 1 Mbps - 6 Mbps,66695.0
1955,2020,3,La Rioja,+ 1 Mbps - 6 Mbps,37105.0
1956,2020,3,Mendoza,+ 1 Mbps - 6 Mbps,141404.0
1957,2020,3,Misiones,+ 1 Mbps - 6 Mbps,39005.0
1958,2020,3,Neuquén,+ 1 Mbps - 6 Mbps,60463.0
1959,2020,3,Río Negro,+ 1 Mbps - 6 Mbps,68986.0
1960,2020,3,Salta,+ 1 Mbps - 6 Mbps,32780.0
1961,2020,3,San Juan,+ 1 Mbps - 6 Mbps,65526.0
1962,2020,3,San Luis,+ 1 Mbps - 6 Mbps,12199.0
1963,2020,3,Santa Cruz,+ 1 Mbps - 6 Mbps,26888.0
1964,2020,3,Santa Fe,+ 1 Mbps - 6 Mbps,213353.0
1965,2020,3,Santiago Del Estero,+ 1 Mbps - 6 Mbps,33287.0
1966,2020,3,Tierra Del Fuego,+ 1 Mbps - 6 Mbps,22094.0
1967,2020,3,Tucumán,+ 1 Mbps - 6 Mbps,45913.0
1968,2020,2,Buenos Aires,+ 1 Mbps - 6 Mbps,1129236.0
1969,2020,2,Capital Federal,+ 1 Mbps - 6 Mbps,166474.0
1970,2020,2,Catamarca,+ 1 Mbps - 6 Mbps,8801.0
1971,2020,2,Chaco,+ 1 Mbps - 6 Mbps,24350.0
1972,2020,2,Chubut,+ 1 Mbps - 6 Mbps,69578.0
1973,2020,2,Córdoba,+ 1 Mbps - 6 Mbps,219025.0
1974,2020,2,Corrientes,+ 1 Mbps - 6 Mbps,34242.0
1975,2020,2,Entre Ríos,+ 1 Mbps - 6 Mbps,66758.0
1976,2020,2,Formosa,+ 1 Mbps - 6 Mbps,23534.0
1977,2020,2,Jujuy,+ 1 Mbps - 6 Mbps,30548.0
1978,2020,2,La Pampa,+ 1 Mbps - 6 Mbps,71218.0
1979,2020,2,La Rioja,+ 1 Mbps - 6 Mbps,37375.0
1980,2020,2,Mendoza,+ 1 Mbps - 6 Mbps,142253.0
1981,2020,2,Misiones,+ 1 Mbps - 6 Mbps,39867.0
1982,2020,2,Neuquén,+ 1 Mbps - 6 Mbps,61171.0
1983,2020,2,Río Negro,+ 1 Mbps - 6 Mbps,70817.0
1984,2020,2,Salta,+ 1 Mbps - 6 Mbps,41801.0
1985,2020,2,San Juan,+ 1 Mbps - 6 Mbps,59113.0
1986,2020,2,San Luis,+ 1 Mbps - 6 Mbps,11439.0
1987,2020,2,Santa Cruz,+ 1 Mbps - 6 Mbps,26938.0
1988,2020,2,Santa Fe,+ 1 Mbps - 6 Mbps,213054.0
1989,2020,2,Santiago Del Estero,+ 1 Mbps - 6 Mbps,32557.0
1990,2020,2,Tierra Del Fuego,+ 1 Mbps - 6 Mbps,22325.0
1991,2020,2,Tucumán,+ 1 Mbps - 6 Mbps,49028.0
1992,2020,1,Buenos Aires,+ 1 Mbps - 6 Mbps,1122034.0
1993,2020,1,Capital Federal,+ 1 Mbps - 6 Mbps,169651.0
1994,2020,1,Catamarca,+ 1 Mbps - 6 Mbps,8838.0
1995,2020,1,Chaco,+ 1 Mbps - 6 Mbps,23291.0
1996,2020,1,Chubut,+ 1 Mbps - 6 Mbps,69586.0
1997,2020,1,Córdoba,+ 1 Mbps - 6 Mbps,217229.0
1998,2020,1,Corrientes,+ 1 Mbps - 6 Mbps,33479.0
1999,2020,1,Entre Ríos,+ 1 Mbps - 6 Mbps,72280.0
2000,2020,1,Formosa,+ 1 Mbps - 6 Mbps,23761.0
2001,2020,1,Jujuy,+ 1 Mbps - 6 Mbps,33120.0
2002,2020,1,La Pampa,+ 1 Mbps - 6 Mbps,72740.0
2003,2020,1,La Rioja,+ 1 Mbps - 6 Mbps,37209.0
2004,2020,1,Mendoza,+ 1 Mbps - 6 Mbps,140410.0
2005,2020,1,Misiones,+ 1 Mbps - 6 Mbps,36622.0
2006,2020,1,Neuquén,+ 1 Mbps - 6 Mbps,60152.0
2007,2020,1,Río Negro,+ 1 Mbps - 6 Mbps,69154.0
2008,2020,1,Salta,+ 1 Mbps - 6 Mbps,38537.0
2009,2020,1,San Juan,+ 1 Mbps - 6 Mbps,59787.0
2010,2020,1,San Luis,+ 1 Mbps - 6 Mbps,11322.0
2011,2020,1,Santa Cruz,+ 1 Mbps - 6 Mbps,27447.0
2012,2020,1,Santa Fe,+ 1 Mbps - 6 Mbps,217553.0
2013,2020,1,Santiago Del Estero,+ 1 Mbps - 6 Mbps,33086.0
2014,2020,1,Tierra Del Fuego,+ 1 Mbps - 6 Mbps,22976.0
2015,2020,1,Tucumán,+ 1 Mbps - 6 Mbps,49555.0
2016,2019,4,Buenos Aires,+ 1 Mbps - 6 Mbps,1177446.0
2017,2019,4,Capital Federal,+ 1 Mbps - 6 Mbps,177098.0
2018,2019,4,Catamarca,+ 1 Mbps - 6 Mbps,9945.0
2019,2019,4,Chaco,+ 1 Mbps - 6 Mbps,25899.0
2020,2019,4,Chubut,+ 1 Mbps - 6 Mbps,69405.0
2021,2019,4,Córdoba,+ 1 Mbps - 6 Mbps,232781.0
2022,2019,4,Corrientes,+ 1 Mbps - 6 Mbps,35055.0
2023,2019,4,Entre Ríos,+ 1 Mbps - 6 Mbps,88203.0
2024,2019,4,Formosa,+ 1 Mbps - 6 Mbps,24606.0
2025,2019,4,Jujuy,+ 1 Mbps - 6 Mbps,32920.0
2026,2019,4,La Pampa,+ 1 Mbps - 6 Mbps,76747.0
2027,2019,4,La Rioja,+ 1 Mbps - 6 Mbps,37846.0
2028,2019,4,Mendoza,+ 1 Mbps - 6 Mbps,145139.0
2029,2019,4,Misiones,+ 1 Mbps - 6 Mbps,39664.0
2030,2019,4,Neuquén,+ 1 Mbps - 6 Mbps,57370.0
2031,2019,4,Río Negro,+ 1 Mbps - 6 Mbps,71847.0
2032,2019,4,Salta,+ 1 Mbps - 6 Mbps,42159.0
2033,2019,4,San Juan,+ 1 Mbps - 6 Mbps,60626.0
2034,2019,4,San Luis,+ 1 Mbps - 6 Mbps,11901.0
2035,2019,4,Santa Cruz,+ 1 Mbps - 6 Mbps,32368.0
2036,2019,4,Santa Fe,+ 1 Mbps - 6 Mbps,230234.0
2037,2019,4,Santiago Del Estero,+ 1 Mbps - 6 Mbps,34911.0
2038,2019,4,Tierra Del Fuego,+ 1 Mbps - 6 Mbps,23593.0
2039,2019,4,Tucumán,+ 1 Mbps - 6 Mbps,54544.0
2040,2019,3,Buenos Aires,+ 1 Mbps - 6 Mbps,1432722.0
2041,2019,3,Capital Federal,+ 1 Mbps - 6 Mbps,269704.0
2042,2019,3,Catamarca,+ 1 Mbps - 6 Mbps,14449.0
2043,2019,3,Chaco,+ 1 Mbps - 6 Mbps,32764.0
2044,2019,3,Chubut,+ 1 Mbps - 6 Mbps,62680.0
2045,2019,3,Córdoba,+ 1 Mbps - 6 Mbps,240151.0
2046,2019,3,Corrientes,+ 1 Mbps - 6 Mbps,42231.0
2047,2019,3,Entre Ríos,+ 1 Mbps - 6 Mbps,99656.0
2048,2019,3,Formosa,+ 1 Mbps - 6 Mbps,24943.0
2049,2019,3,Jujuy,+ 1 Mbps - 6 Mbps,31722.0
2050,2019,3,La Pampa,+ 1 Mbps - 6 Mbps,75849.0
2051,2019,3,La Rioja,+ 1 Mbps - 6 Mbps,38657.0
2052,2019,3,Mendoza,+ 1 Mbps - 6 Mbps,206821.0
2053,2019,3,Misiones,+ 1 Mbps - 6 Mbps,43530.0
2054,2019,3,Neuquén,+ 1 Mbps - 6 Mbps,62909.0
2055,2019,3,Río Negro,+ 1 Mbps - 6 Mbps,87435.0
2056,2019,3,Salta,+ 1 Mbps - 6 Mbps,43160.0
2057,2019,3,San Juan,+ 1 Mbps - 6 Mbps,68315.0
2058,2019,3,San Luis,+ 1 Mbps - 6 Mbps,18643.0
2059,2019,3,Santa Cruz,+ 1 Mbps - 6 Mbps,31612.0
2060,2019,3,Santa Fe,+ 1 Mbps - 6 Mbps,242454.0
2061,2019,3,Santiago Del Estero,+ 1 Mbps - 6 Mbps,35554.0
2062,2019,3,Tierra Del Fuego,+ 1 Mbps - 6 Mbps,32133.0
2063,2019,3,Tucumán,+ 1 Mbps - 6 Mbps,71043.0
2064,2019,2,Buenos Aires,+ 1 Mbps - 6 Mbps,1436259.0
2065,2019,2,Capital Federal,+ 1 Mbps - 6 Mbps,281370.0
2066,2019,2,Catamarca,+ 1 Mbps - 6 Mbps,16631.0
2067,2019,2,Chaco,+ 1 Mbps - 6 Mbps,38488.0
2068,2019,2,Chubut,+ 1 Mbps - 6 Mbps,69032.0
2069,2019,2,Córdoba,+ 1 Mbps - 6 Mbps,248427.0
2070,2019,2,Corrientes,+ 1 Mbps - 6 Mbps,40424.0
2071,2019,2,Entre Ríos,+ 1 Mbps - 6 Mbps,100687.0
2072,2019,2,Formosa,+ 1 Mbps - 6 Mbps,26512.0
2073,2019,2,Jujuy,+ 1 Mbps - 6 Mbps,26233.0
2074,2019,2,La Pampa,+ 1 Mbps - 6 Mbps,75406.0
2075,2019,2,La Rioja,+ 1 Mbps - 6 Mbps,39819.0
2076,2019,2,Mendoza,+ 1 Mbps - 6 Mbps,205165.0
2077,2019,2,Misiones,+ 1 Mbps - 6 Mbps,45769.0
2078,2019,2,Neuquén,+ 1 Mbps - 6 Mbps,61776.0
2079,2019,2,Río Negro,+ 1 Mbps - 6 Mbps,86366.0
2080,2019,2,Salta,+ 1 Mbps - 6 Mbps,59638.0
2081,2019,2,San Juan,+ 1 Mbps - 6 Mbps,60913.0
2082,2019,2,San Luis,+ 1 Mbps - 6 Mbps,16575.0
2083,2019,2,Santa Cruz,+ 1 Mbps - 6 Mbps,24861.0
2084,2019,2,Santa Fe,+ 1 Mbps - 6 Mbps,300124.0
2085,2019,2,Santiago Del Estero,+ 1 Mbps - 6 Mbps,63268.0
2086,2019,2,Tierra Del Fuego,+ 1 Mbps - 6 Mbps,41824.0
2087,2019,2,Tucumán,+ 1 Mbps - 6 Mbps,78891.0
2088,2019,1,Buenos Aires,+ 1 Mbps - 6 Mbps,1429964.0
2089,2019,1,Capital Federal,+ 1 Mbps - 6 Mbps,283787.0
2090,2019,1,Catamarca,+ 1 Mbps - 6 Mbps,18761.0
2091,2019,1,Chaco,+ 1 Mbps - 6 Mbps,38719.0
2092,2019,1,Chubut,+ 1 Mbps - 6 Mbps,71077.0
2093,2019,1,Córdoba,+ 1 Mbps - 6 Mbps,242769.0
2094,2019,1,Corrientes,+ 1 Mbps - 6 Mbps,38402.0
2095,2019,1,Entre Ríos,+ 1 Mbps - 6 Mbps,107013.0
2096,2019,1,Formosa,+ 1 Mbps - 6 Mbps,23085.0
2097,2019,1,Jujuy,+ 1 Mbps - 6 Mbps,30727.0
2098,2019,1,La Pampa,+ 1 Mbps - 6 Mbps,70538.0
2099,2019,1,La Rioja,+ 1 Mbps - 6 Mbps,40285.0
2100,2019,1,Mendoza,+ 1 Mbps - 6 Mbps,205383.0
2101,2019,1,Misiones,+ 1 Mbps - 6 Mbps,45266.0
2102,2019,1,Neuquén,+ 1 Mbps - 6 Mbps,52360.0
2103,2019,1,Río Negro,+ 1 Mbps - 6 Mbps,84845.0
2104,2019,1,Salta,+ 1 Mbps - 6 Mbps,59244.0
2105,2019,1,San Juan,+ 1 Mbps - 6 Mbps,62380.0
2106,2019,1,San Luis,+ 1 Mbps - 6 Mbps,21380.0
2107,2019,1,Santa Cruz,+ 1 Mbps - 6 Mbps,21990.0
2108,2019,1,Santa Fe,+ 1 Mbps - 6 Mbps,296798.0
2109,2019,1,Santiago Del Estero,+ 1 Mbps - 6 Mbps,62895.0
2110,2019,1,Tierra Del Fuego,+ 1 Mbps - 6 Mbps,38851.0
2111,2019,1,Tucumán,+ 1 Mbps - 6 Mbps,82240.0
2112,2018,4,Buenos Aires,+ 1 Mbps - 6 Mbps,1422463.0
2113,2018,4,Capital Federal,+ 1 Mbps - 6 Mbps,283281.0
2114,2018,4,Catamarca,+ 1 Mbps - 6 Mbps,17955.0
2115,2018,4,Chaco,+ 1 Mbps - 6 Mbps,36437.0
2116,2018,4,Chubut,+ 1 Mbps - 6 Mbps,66061.0
2117,2018,4,Córdoba,+ 1 Mbps - 6 Mbps,228475.0
2118,2018,4,Corrientes,+ 1 Mbps - 6 Mbps,37376.0
2119,2018,4,Entre Ríos,+ 1 Mbps - 6 Mbps,94780.0
2120,2018,4,Formosa,+ 1 Mbps - 6 Mbps,22962.0
2121,2018,4,Jujuy,+ 1 Mbps - 6 Mbps,30727.0
2122,2018,4,La Pampa,+ 1 Mbps - 6 Mbps,70508.0
2123,2018,4,La Rioja,+ 1 Mbps - 6 Mbps,40285.0
2124,2018,4,Mendoza,+ 1 Mbps - 6 Mbps,197450.0
2125,2018,4,Misiones,+ 1 Mbps - 6 Mbps,43267.0
2126,2018,4,Neuquén,+ 1 Mbps - 6 Mbps,52313.0
2127,2018,4,Río Negro,+ 1 Mbps - 6 Mbps,83412.0
2128,2018,4,Salta,+ 1 Mbps - 6 Mbps,58492.0
2129,2018,4,San Juan,+ 1 Mbps - 6 Mbps,59811.0
2130,2018,4,San Luis,+ 1 Mbps - 6 Mbps,19164.0
2131,2018,4,Santa Cruz,+ 1 Mbps - 6 Mbps,23107.0
2132,2018,4,Santa Fe,+ 1 Mbps - 6 Mbps,276301.0
2133,2018,4,Santiago Del Estero,+ 1 Mbps - 6 Mbps,61347.0
2134,2018,4,Tierra Del Fuego,+ 1 Mbps - 6 Mbps,29919.0
2135,2018,4,Tucumán,+ 1 Mbps - 6 Mbps,82089.0
2136,2018,3,Buenos Aires,+ 1 Mbps - 6 Mbps,1445733.0
