,Año,Trimestre,Provincia,Rango_Velocidad,Accesos
3638,2021,1,Neuquén,+ 10 Mbps - 20 Mbps,5903.0
3639,2021,1,Río Negro,+ 10 Mbps - 20 Mbps,13045.0
3640,2021,1,Salta,+ 10 Mbps - 20 Mbps,9164.0
3641,2021,1,San Juan,+ 10 Mbps - 20 Mbps,11494.0
3642,2021,1,San Luis,+ 10 Mbps - 20 Mbps,4429.0
3643,2021,1,Santa Cruz,+ 10 Mbps - 20 Mbps,6987.0
3644,2021,1,Santa Fe,+ 10 Mbps - 20 Mbps,91846.0
3645,2021,1,Santiago Del Estero,+ 10 Mbps - 20 Mbps,8549.0
3646,2021,1,Tierra Del Fuego,+ 10 Mbps - 20 Mbps,4317.0
3647,2021,1,Tucumán,+ 10 Mbps - 20 Mbps,25255.0
3648,2020,4,Buenos Aires,+ 10 Mbps - 20 Mbps,214171.0
3649,2020,4,Capital Federal,+ 10 Mbps - 20 Mbps,60208.0
3650,2020,4,Catamarca,+ 10 Mbps - 20 Mbps,11436.0
3651,2020,4,Chaco,+ 10 Mbps - 20 Mbps,26802.0
3652,2020,4,Chubut,+ 10 Mbps - 20 Mbps,12046.0
3653,2020,4,Córdoba,+ 10 Mbps - 20 Mbps,82221.0
3654,2020,4,Corrientes,+ 10 Mbps - 20 Mbps,25687.0
3655,2020,4,Entre Ríos,+ 10 Mbps - 20 Mbps,40755.0
3656,2020,4,Formosa,+ 10 Mbps - 20 Mbps,7181.0
3657,2020,4,Jujuy,+ 10 Mbps - 20 Mbps,44930.0
3658,2020,4,La Pampa,+ 10 Mbps - 20 Mbps,6562.0
3659,2020,4,La Rioja,+ 10 Mbps - 20 Mbps,4633.0
3660,2020,4,Mendoza,+ 10 Mbps - 20 Mbps,40396.0
3661,2020,4,Misiones,+ 10 Mbps - 20 Mbps,26445.0
3662,2020,4,Neuquén,+ 10 Mbps - 20 Mbps,5791.0
3663,2020,4,Río Negro,+ 10 Mbps - 20 Mbps,13131.0
3664,2020,4,Salta,+ 10 Mbps - 20 Mbps,15188.0
3665,2020,4,San Juan,+ 10 Mbps - 20 Mbps,5126.0
3666,2020,4,San Luis,+ 10 Mbps - 20 Mbps,2688.0
3667,2020,4,Santa Cruz,+ 10 Mbps - 20 Mbps,6634.0
3668,2020,4,Santa Fe,+ 10 Mbps - 20 Mbps,94246.0
3669,2020,4,Santiago Del Estero,+ 10 Mbps - 20 Mbps,4666.0
3670,2020,4,Tierra Del Fuego,+ 10 Mbps - 20 Mbps,3497.0
3671,2020,4,Tucumán,+ 10 Mbps - 20 Mbps,32155.0
3672,2020,3,Buenos Aires,+ 10 Mbps - 20 Mbps,219772.0
3673,2020,3,Capital Federal,+ 10 Mbps - 20 Mbps,68753.0
3674,2020,3,Catamarca,+ 10 Mbps - 20 Mbps,11195.0
3675,2020,3,Chaco,+ 10 Mbps - 20 Mbps,27546.0
3676,2020,3,Chubut,+ 10 Mbps - 20 Mbps,12217.0
3677,2020,3,Córdoba,+ 10 Mbps - 20 Mbps,84236.0
3678,2020,3,Corrientes,+ 10 Mbps - 20 Mbps,25308.0
3679,2020,3,Entre Ríos,+ 10 Mbps - 20 Mbps,40797.0
3680,2020,3,Formosa,+ 10 Mbps - 20 Mbps,7125.0
3681,2020,3,Jujuy,+ 10 Mbps - 20 Mbps,45198.0
3682,2020,3,La Pampa,+ 10 Mbps - 20 Mbps,5577.0
3683,2020,3,La Rioja,+ 10 Mbps - 20 Mbps,4660.0
3684,2020,3,Mendoza,+ 10 Mbps - 20 Mbps,42433.0
3685,2020,3,Misiones,+ 10 Mbps - 20 Mbps,25942.0
3686,2020,3,Neuquén,+ 10 Mbps - 20 Mbps,5975.0
3687,2020,3,Río Negro,+ 10 Mbps - 20 Mbps,7096.0
3688,2020,3,Salta,+ 10 Mbps - 20 Mbps,15990.0
3689,2020,3,San Juan,+ 10 Mbps - 20 Mbps,6529.0
3690,2020,3,San Luis,+ 10 Mbps - 20 Mbps,2666.0
3691,2020,3,Santa Cruz,+ 10 Mbps - 20 Mbps,6730.0
3692,2020,3,Santa Fe,+ 10 Mbps - 20 Mbps,92095.0
3693,2020,3,Santiago Del Estero,+ 10 Mbps - 20 Mbps,4658.0
3694,2020,3,Tierra Del Fuego,+ 10 Mbps - 20 Mbps,3726.0
3695,2020,3,Tucumán,+ 10 Mbps - 20 Mbps,33126.0
3696,2020,2,Buenos Aires,+ 10 Mbps - 20 Mbps,233132.0
3697,2020,2,Capital Federal,+ 10 Mbps - 20 Mbps,79858.0
3698,2020,2,Catamarca,+ 10 Mbps - 20 Mbps,10242.0
3699,2020,2,Chaco,+ 10 Mbps - 20 Mbps,29044.0
3700,2020,2,Chubut,+ 10 Mbps - 20 Mbps,10537.0
3701,2020,2,Córdoba,+ 10 Mbps - 20 Mbps,89530.0
3702,2020,2,Corrientes,+ 10 Mbps - 20 Mbps,25844.0
3703,2020,2,Entre Ríos,+ 10 Mbps - 20 Mbps,42090.0
3704,2020,2,Formosa,+ 10 Mbps - 20 Mbps,6998.0
3705,2020,2,Jujuy,+ 10 Mbps - 20 Mbps,26829.0
3706,2020,2,La Pampa,+ 10 Mbps - 20 Mbps,3800.0
3707,2020,2,La Rioja,+ 10 Mbps - 20 Mbps,4686.0
3708,2020,2,Mendoza,+ 10 Mbps - 20 Mbps,35274.0
3709,2020,2,Misiones,+ 10 Mbps - 20 Mbps,26445.0
3710,2020,2,Neuquén,+ 10 Mbps - 20 Mbps,6625.0
3711,2020,2,Río Negro,+ 10 Mbps - 20 Mbps,7498.0
3712,2020,2,Salta,+ 10 Mbps - 20 Mbps,16989.0
3713,2020,2,San Juan,+ 10 Mbps - 20 Mbps,4908.0
3714,2020,2,San Luis,+ 10 Mbps - 20 Mbps,1934.0
3715,2020,2,Santa Cruz,+ 10 Mbps - 20 Mbps,6541.0
3716,2020,2,Santa Fe,+ 10 Mbps - 20 Mbps,96575.0
3717,2020,2,Santiago Del Estero,+ 10 Mbps - 20 Mbps,5178.0
3718,2020,2,Tierra Del Fuego,+ 10 Mbps - 20 Mbps,3034.0
3719,2020,2,Tucumán,+ 10 Mbps - 20 Mbps,34184.0
3720,2020,1,Buenos Aires,+ 10 Mbps - 20 Mbps,247977.0
3721,2020,1,Capital Federal,+ 10 Mbps - 20 Mbps,89665.0
3722,2020,1,Catamarca,+ 10 Mbps - 20 Mbps,9558.0
3723,2020,1,Chaco,+ 10 Mbps - 20 Mbps,29851.0
3724,2020,1,Chubut,+ 10 Mbps - 20 Mbps,7756.0
3725,2020,1,Córdoba,+ 10 Mbps - 20 Mbps,95827.0
3726,2020,1,Corrientes,+ 10 Mbps - 20 Mbps,26679.0
3727,2020,1,Entre Ríos,+ 10 Mbps - 20 Mbps,41125.0
3728,2020,1,Formosa,+ 10 Mbps - 20 Mbps,6564.0
3729,2020,1,Jujuy,+ 10 Mbps - 20 Mbps,26693.0
3730,2020,1,La Pampa,+ 10 Mbps - 20 Mbps,3029.0
3731,2020,1,La Rioja,+ 10 Mbps - 20 Mbps,4640.0
3732,2020,1,Mendoza,+ 10 Mbps - 20 Mbps,17489.0
3733,2020,1,Misiones,+ 10 Mbps - 20 Mbps,26433.0
3734,2020,1,Neuquén,+ 10 Mbps - 20 Mbps,7123.0
3735,2020,1,Río Negro,+ 10 Mbps - 20 Mbps,7857.0
3736,2020,1,Salta,+ 10 Mbps - 20 Mbps,17991.0
3737,2020,1,San Juan,+ 10 Mbps - 20 Mbps,1292.0
3738,2020,1,San Luis,+ 10 Mbps - 20 Mbps,525.0
3739,2020,1,Santa Cruz,+ 10 Mbps - 20 Mbps,5169.0
3740,2020,1,Santa Fe,+ 10 Mbps - 20 Mbps,104560.0
3741,2020,1,Santiago Del Estero,+ 10 Mbps - 20 Mbps,3737.0
3742,2020,1,Tierra Del Fuego,+ 10 Mbps - 20 Mbps,1834.0
3743,2020,1,Tucumán,+ 10 Mbps - 20 Mbps,31096.0
3744,2019,4,Buenos Aires,+ 10 Mbps - 20 Mbps,247106.0
3745,2019,4,Capital Federal,+ 10 Mbps - 20 Mbps,110852.0
3746,2019,4,Catamarca,+ 10 Mbps - 20 Mbps,9305.0
3747,2019,4,Chaco,+ 10 Mbps - 20 Mbps,30902.0
3748,2019,4,Chubut,+ 10 Mbps - 20 Mbps,7615.0
3749,2019,4,Córdoba,+ 10 Mbps - 20 Mbps,109330.0
3750,2019,4,Corrientes,+ 10 Mbps - 20 Mbps,27367.0
3751,2019,4,Entre Ríos,+ 10 Mbps - 20 Mbps,42962.0
3752,2019,4,Formosa,+ 10 Mbps - 20 Mbps,6788.0
3753,2019,4,Jujuy,+ 10 Mbps - 20 Mbps,26764.0
3754,2019,4,La Pampa,+ 10 Mbps - 20 Mbps,1951.0
3755,2019,4,La Rioja,+ 10 Mbps - 20 Mbps,4763.0
3756,2019,4,Mendoza,+ 10 Mbps - 20 Mbps,15237.0
3757,2019,4,Misiones,+ 10 Mbps - 20 Mbps,27305.0
3758,2019,4,Neuquén,+ 10 Mbps - 20 Mbps,7357.0
3759,2019,4,Río Negro,+ 10 Mbps - 20 Mbps,8558.0
3760,2019,4,Salta,+ 10 Mbps - 20 Mbps,15369.0
3761,2019,4,San Juan,+ 10 Mbps - 20 Mbps,1292.0
3762,2019,4,San Luis,+ 10 Mbps - 20 Mbps,525.0
3763,2019,4,Santa Cruz,+ 10 Mbps - 20 Mbps,2224.0
3764,2019,4,Santa Fe,+ 10 Mbps - 20 Mbps,113527.0
3765,2019,4,Santiago Del Estero,+ 10 Mbps - 20 Mbps,3756.0
3766,2019,4,Tierra Del Fuego,+ 10 Mbps - 20 Mbps,1848.0
3767,2019,4,Tucumán,+ 10 Mbps - 20 Mbps,28916.0
3768,2019,3,Buenos Aires,+ 10 Mbps - 20 Mbps,260506.0
3769,2019,3,Capital Federal,+ 10 Mbps - 20 Mbps,138011.0
3770,2019,3,Catamarca,+ 10 Mbps - 20 Mbps,6333.0
3771,2019,3,Chaco,+ 10 Mbps - 20 Mbps,13336.0
3772,2019,3,Chubut,+ 10 Mbps - 20 Mbps,7171.0
3773,2019,3,Córdoba,+ 10 Mbps - 20 Mbps,118486.0
3774,2019,3,Corrientes,+ 10 Mbps - 20 Mbps,10348.0
3775,2019,3,Entre Ríos,+ 10 Mbps - 20 Mbps,17064.0
3776,2019,3,Formosa,+ 10 Mbps - 20 Mbps,7117.0
3777,2019,3,Jujuy,+ 10 Mbps - 20 Mbps,26835.0
3778,2019,3,La Pampa,+ 10 Mbps - 20 Mbps,1611.0
3779,2019,3,La Rioja,+ 10 Mbps - 20 Mbps,4887.0
3780,2019,3,Mendoza,+ 10 Mbps - 20 Mbps,10093.0
3781,2019,3,Misiones,+ 10 Mbps - 20 Mbps,11256.0
3782,2019,3,Neuquén,+ 10 Mbps - 20 Mbps,9597.0
3783,2019,3,Río Negro,+ 10 Mbps - 20 Mbps,9779.0
3784,2019,3,Salta,+ 10 Mbps - 20 Mbps,14309.0
3785,2019,3,San Juan,+ 10 Mbps - 20 Mbps,1267.0
3786,2019,3,San Luis,+ 10 Mbps - 20 Mbps,467.0
3787,2019,3,Santa Cruz,+ 10 Mbps - 20 Mbps,1203.0
3788,2019,3,Santa Fe,+ 10 Mbps - 20 Mbps,107068.0
3789,2019,3,Santiago Del Estero,+ 10 Mbps - 20 Mbps,3612.0
3790,2019,3,Tierra Del Fuego,+ 10 Mbps - 20 Mbps,1756.0
3791,2019,3,Tucumán,+ 10 Mbps - 20 Mbps,24354.0
3792,2019,2,Buenos Aires,+ 10 Mbps - 20 Mbps,438663.0
3793,2019,2,Capital Federal,+ 10 Mbps - 20 Mbps,239691.0
3794,2019,2,Catamarca,+ 10 Mbps - 20 Mbps,6049.0
3795,2019,2,Chaco,+ 10 Mbps - 20 Mbps,16789.0
3796,2019,2,Chubut,+ 10 Mbps - 20 Mbps,1495.0
3797,2019,2,Córdoba,+ 10 Mbps - 20 Mbps,157458.0
3798,2019,2,Corrientes,+ 10 Mbps - 20 Mbps,13114.0
3799,2019,2,Entre Ríos,+ 10 Mbps - 20 Mbps,23196.0
3800,2019,2,Formosa,+ 10 Mbps - 20 Mbps,8384.0
3801,2019,2,Jujuy,+ 10 Mbps - 20 Mbps,26700.0
3802,2019,2,La Pampa,+ 10 Mbps - 20 Mbps,1366.0
3803,2019,2,La Rioja,+ 10 Mbps - 20 Mbps,4857.0
3804,2019,2,Mendoza,+ 10 Mbps - 20 Mbps,10092.0
3805,2019,2,Misiones,+ 10 Mbps - 20 Mbps,15408.0
3806,2019,2,Neuquén,+ 10 Mbps - 20 Mbps,17318.0
3807,2019,2,Río Negro,+ 10 Mbps - 20 Mbps,10291.0
3808,2019,2,Salta,+ 10 Mbps - 20 Mbps,16961.0
3809,2019,2,San Juan,+ 10 Mbps - 20 Mbps,785.0
3810,2019,2,San Luis,+ 10 Mbps - 20 Mbps,467.0
3811,2019,2,Santa Cruz,+ 10 Mbps - 20 Mbps,1202.0
3812,2019,2,Santa Fe,+ 10 Mbps - 20 Mbps,129741.0
3813,2019,2,Santiago Del Estero,+ 10 Mbps - 20 Mbps,3741.0
3814,2019,2,Tierra Del Fuego,+ 10 Mbps - 20 Mbps,1573.0
3815,2019,2,Tucumán,+ 10 Mbps - 20 Mbps,24291.0
3816,2019,1,Buenos Aires,+ 10 Mbps - 20 Mbps,576428.0
3817,2019,1,Capital Federal,+ 10 Mbps - 20 Mbps,330122.0
3818,2019,1,Catamarca,+ 10 Mbps - 20 Mbps,5606.0
3819,2019,1,Chaco,+ 10 Mbps - 20 Mbps,18965.0
3820,2019,1,Chubut,+ 10 Mbps - 20 Mbps,787.0
3821,2019,1,Córdoba,+ 10 Mbps - 20 Mbps,200681.0
3822,2019,1,Corrientes,+ 10 Mbps - 20 Mbps,15498.0
3823,2019,1,Entre Ríos,+ 10 Mbps - 20 Mbps,28957.0
3824,2019,1,Formosa,+ 10 Mbps - 20 Mbps,9027.0
3825,2019,1,Jujuy,+ 10 Mbps - 20 Mbps,4021.0
3826,2019,1,La Pampa,+ 10 Mbps - 20 Mbps,1061.0
3827,2019,1,La Rioja,+ 10 Mbps - 20 Mbps,5216.0
3828,2019,1,Mendoza,+ 10 Mbps - 20 Mbps,5702.0
3829,2019,1,Misiones,+ 10 Mbps - 20 Mbps,19111.0
3830,2019,1,Neuquén,+ 10 Mbps - 20 Mbps,21452.0
3831,2019,1,Río Negro,+ 10 Mbps - 20 Mbps,13615.0
3832,2019,1,Salta,+ 10 Mbps - 20 Mbps,22910.0
3833,2019,1,San Juan,+ 10 Mbps - 20 Mbps,520.0
3834,2019,1,San Luis,+ 10 Mbps - 20 Mbps,345.0
3835,2019,1,Santa Cruz,+ 10 Mbps - 20 Mbps,702.0
3836,2019,1,Santa Fe,+ 10 Mbps - 20 Mbps,153212.0
3837,2019,1,Santiago Del Estero,+ 10 Mbps - 20 Mbps,3959.0
3838,2019,1,Tierra Del Fuego,+ 10 Mbps - 20 Mbps,641.0
3839,2019,1,Tucumán,+ 10 Mbps - 20 Mbps,26210.0
3840,2018,4,Buenos Aires,+ 10 Mbps - 20 Mbps,577679.0
3841,2018,4,Capital Federal,+ 10 Mbps - 20 Mbps,330496.0
3842,2018,4,Catamarca,+ 10 Mbps - 20 Mbps,5461.0
3843,2018,4,Chaco,+ 10 Mbps - 20 Mbps,18965.0
3844,2018,4,Chubut,+ 10 Mbps - 20 Mbps,531.0
3845,2018,4,Córdoba,+ 10 Mbps - 20 Mbps,201639.0
3846,2018,4,Corrientes,+ 10 Mbps - 20 Mbps,15498.0
3847,2018,4,Entre Ríos,+ 10 Mbps - 20 Mbps,29002.0
3848,2018,4,Formosa,+ 10 Mbps - 20 Mbps,9027.0
3849,2018,4,Jujuy,+ 10 Mbps - 20 Mbps,4021.0
3850,2018,4,La Pampa,+ 10 Mbps - 20 Mbps,978.0
3851,2018,4,La Rioja,+ 10 Mbps - 20 Mbps,5216.0
3852,2018,4,Mendoza,+ 10 Mbps - 20 Mbps,4726.0
3853,2018,4,Misiones,+ 10 Mbps - 20 Mbps,19226.0
3854,2018,4,Neuquén,+ 10 Mbps - 20 Mbps,21452.0
3855,2018,4,Río Negro,+ 10 Mbps - 20 Mbps,13440.0
3856,2018,4,Salta,+ 10 Mbps - 20 Mbps,22910.0
3857,2018,4,San Juan,+ 10 Mbps - 20 Mbps,312.0
3858,2018,4,San Luis,+ 10 Mbps - 20 Mbps,119.0
3859,2018,4,Santa Cruz,+ 10 Mbps - 20 Mbps,206.0
3860,2018,4,Santa Fe,+ 10 Mbps - 20 Mbps,152039.0
3861,2018,4,Santiago Del Estero,+ 10 Mbps - 20 Mbps,3686.0
3862,2018,4,Tierra Del Fuego,+ 10 Mbps - 20 Mbps,9894.0
3863,2018,4,Tucumán,+ 10 Mbps - 20 Mbps,26111.0
3864,2018,3,Buenos Aires,+ 10 Mbps - 20 Mbps,636090.0
3865,2018,3,Capital Federal,+ 10 Mbps - 20 Mbps,370677.0
3866,2018,3,Catamarca,+ 10 Mbps - 20 Mbps,5320.0
3867,2018,3,Chaco,+ 10 Mbps - 20 Mbps,20335.0
3868,2018,3,Chubut,+ 10 Mbps - 20 Mbps,531.0
3869,2018,3,Córdoba,+ 10 Mbps - 20 Mbps,221984.0
3870,2018,3,Corrientes,+ 10 Mbps - 20 Mbps,16601.0
3871,2018,3,Entre Ríos,+ 10 Mbps - 20 Mbps,31353.0
3872,2018,3,Formosa,+ 10 Mbps - 20 Mbps,9336.0
3873,2018,3,Jujuy,+ 10 Mbps - 20 Mbps,4066.0
3874,2018,3,La Pampa,+ 10 Mbps - 20 Mbps,920.0
3875,2018,3,La Rioja,+ 10 Mbps - 20 Mbps,5425.0
3876,2018,3,Mendoza,+ 10 Mbps - 20 Mbps,4727.0
3877,2018,3,Misiones,+ 10 Mbps - 20 Mbps,21212.0
3878,2018,3,Neuquén,+ 10 Mbps - 20 Mbps,23785.0
3879,2018,3,Río Negro,+ 10 Mbps - 20 Mbps,14912.0
3880,2018,3,Salta,+ 10 Mbps - 20 Mbps,25582.0
3881,2018,3,San Juan,+ 10 Mbps - 20 Mbps,312.0
3882,2018,3,San Luis,+ 10 Mbps - 20 Mbps,119.0
3883,2018,3,Santa Cruz,+ 10 Mbps - 20 Mbps,206.0
3884,2018,3,Santa Fe,+ 10 Mbps - 20 Mbps,162545.0
3885,2018,3,Santiago Del Estero,+ 10 Mbps - 20 Mbps,3806.0
3886,2018,3,Tierra Del Fuego,+ 10 Mbps - 20 Mbps,231.0
3887,2018,3,Tucumán,+ 10 Mbps - 20 Mbps,27062.0
3888,2018,2,Buenos Aires,+ 10 Mbps - 20 Mbps,816056.0
3889,2018,2,Capital Federal,+ 10 Mbps - 20 Mbps,445345.0
3890,2018,2,Catamarca,+ 10 Mbps - 20 Mbps,4347.0
3891,2018,2,Chaco,+ 10 Mbps - 20 Mbps,21887.0
3892,2018,2,Chubut,+ 10 Mbps - 20 Mbps,4.0
3893,2018,2,Córdoba,+ 10 Mbps - 20 Mbps,244291.0
3894,2018,2,Corrientes,+ 10 Mbps - 20 Mbps,17926.0
3895,2018,2,Entre Ríos,+ 10 Mbps - 20 Mbps,34281.0
3896,2018,2,Formosa,+ 10 Mbps - 20 Mbps,9727.0
3897,2018,2,Jujuy,+ 10 Mbps - 20 Mbps,3977.0
3898,2018,2,La Pampa,+ 10 Mbps - 20 Mbps,965.0
3899,2018,2,La Rioja,+ 10 Mbps - 20 Mbps,5640.0
3900,2018,2,Mendoza,+ 10 Mbps - 20 Mbps,266.0
3901,2018,2,Misiones,+ 10 Mbps - 20 Mbps,23747.0
3902,2018,2,Neuquén,+ 10 Mbps - 20 Mbps,26417.0
3903,2018,2,Río Negro,+ 10 Mbps - 20 Mbps,16480.0
3904,2018,2,Salta,+ 10 Mbps - 20 Mbps,28431.0
3905,2018,2,San Juan,+ 10 Mbps - 20 Mbps,0.0
3906,2018,2,San Luis,+ 10 Mbps - 20 Mbps,0.0
3907,2018,2,Santa Cruz,+ 10 Mbps - 20 Mbps,100.0
3908,2018,2,Santa Fe,+ 10 Mbps - 20 Mbps,175540.0
3909,2018,2,Santiago Del Estero,+ 10 Mbps - 20 Mbps,3278.0
3910,2018,2,Tierra Del Fuego,+ 10 Mbps - 20 Mbps,75.0
3911,2018,2,Tucumán,+ 10 Mbps - 20 Mbps,27059.0
3912,2018,1,Buenos Aires,+ 10 Mbps - 20 Mbps,886678.0
3913,2018,1,Capital Federal,+ 10 Mbps - 20 Mbps,487826.0
3914,2018,1,Catamarca,+ 10 Mbps - 20 Mbps,3539.0
3915,2018,1,Chaco,+ 10 Mbps - 20 Mbps,23296.0
3916,2018,1,Chubut,+ 10 Mbps - 20 Mbps,4.0
3917,2018,1,Córdoba,+ 10 Mbps - 20 Mbps,266259.0
3918,2018,1,Corrientes,+ 10 Mbps - 20 Mbps,19068.0
3919,2018,1,Entre Ríos,+ 10 Mbps - 20 Mbps,37401.0
3920,2018,1,Formosa,+ 10 Mbps - 20 Mbps,10061.0
3921,2018,1,Jujuy,+ 10 Mbps - 20 Mbps,3925.0
3922,2018,1,La Pampa,+ 10 Mbps - 20 Mbps,1076.0
3923,2018,1,La Rioja,+ 10 Mbps - 20 Mbps,5831.0
3924,2018,1,Mendoza,+ 10 Mbps - 20 Mbps,266.0
3925,2018,1,Misiones,+ 10 Mbps - 20 Mbps,26223.0
3926,2018,1,Neuquén,+ 10 Mbps - 20 Mbps,29012.0
3927,2018,1,Río Negro,+ 10 Mbps - 20 Mbps,17997.0
3928,2018,1,Salta,+ 10 Mbps - 20 Mbps,30771.0
3929,2018,1,San Juan,+ 10 Mbps - 20 Mbps,0.0
3930,2018,1,San Luis,+ 10 Mbps - 20 Mbps,0.0
3931,2018,1,Santa Cruz,+ 10 Mbps - 20 Mbps,100.0
3932,2018,1,Santa Fe,+ 10 Mbps - 20 Mbps,188900.0
3933,2018,1,Santiago Del Estero,+ 10 Mbps - 20 Mbps,3449.0
3934,2018,1,Tierra Del Fuego,+ 10 Mbps - 20 Mbps,0.0
3935,2018,1,Tucumán,+ 10 Mbps - 20 Mbps,26405.0
3936,2017,4,Buenos Aires,+ 10 Mbps - 20 Mbps,712513.0
3937,2017,4,Capital Federal,+ 10 Mbps - 20 Mbps,458120.0
3938,2017,4,Catamarca,+ 10 Mbps - 20 Mbps,2927.0
3939,2017,4,Chaco,+ 10 Mbps - 20 Mbps,20123.0
3940,2017,4,Chubut,+ 10 Mbps - 20 Mbps,7.0
3941,2017,4,Córdoba,+ 10 Mbps - 20 Mbps,217602.0
3942,2017,4,Corrientes,+ 10 Mbps - 20 Mbps,16046.0
3943,2017,4,Entre Ríos,+ 10 Mbps - 20 Mbps,30010.0
3944,2017,4,Formosa,+ 10 Mbps - 20 Mbps,6996.0
3945,2017,4,Jujuy,+ 10 Mbps - 20 Mbps,3507.0
3946,2017,4,La Pampa,+ 10 Mbps - 20 Mbps,792.0
3947,2017,4,La Rioja,+ 10 Mbps - 20 Mbps,5813.0
3948,2017,4,Mendoza,+ 10 Mbps - 20 Mbps,278.0
3949,2017,4,Misiones,+ 10 Mbps - 20 Mbps,22262.0
3950,2017,4,Neuquén,+ 10 Mbps - 20 Mbps,22781.0
3951,2017,4,Río Negro,+ 10 Mbps - 20 Mbps,12502.0
3952,2017,4,Salta,+ 10 Mbps - 20 Mbps,18968.0
3953,2017,4,San Juan,+ 10 Mbps - 20 Mbps,0.0
3954,2017,4,San Luis,+ 10 Mbps - 20 Mbps,0.0
3955,2017,4,Santa Cruz,+ 10 Mbps - 20 Mbps,100.0
3956,2017,4,Santa Fe,+ 10 Mbps - 20 Mbps,151329.0
3957,2017,4,Santiago Del Estero,+ 10 Mbps - 20 Mbps,3359.0
3958,2017,4,Tierra Del Fuego,+ 10 Mbps - 20 Mbps,0.0
3959,2017,4,Tucumán,+ 10 Mbps - 20 Mbps,24318.0
3960,2017,3,Buenos Aires,+ 10 Mbps - 20 Mbps,676137.0
3961,2017,3,Capital Federal,+ 10 Mbps - 20 Mbps,426300.0
3962,2017,3,Catamarca,+ 10 Mbps - 20 Mbps,2563.0
3963,2017,3,Chaco,+ 10 Mbps - 20 Mbps,20307.0
3964,2017,3,Chubut,+ 10 Mbps - 20 Mbps,3.0
3965,2017,3,Córdoba,+ 10 Mbps - 20 Mbps,189302.0
3966,2017,3,Corrientes,+ 10 Mbps - 20 Mbps,15576.0
3967,2017,3,Entre Ríos,+ 10 Mbps - 20 Mbps,29011.0
3968,2017,3,Formosa,+ 10 Mbps - 20 Mbps,6056.0
3969,2017,3,Jujuy,+ 10 Mbps - 20 Mbps,2962.0
3970,2017,3,La Pampa,+ 10 Mbps - 20 Mbps,588.0
3971,2017,3,La Rioja,+ 10 Mbps - 20 Mbps,5604.0
3972,2017,3,Mendoza,+ 10 Mbps - 20 Mbps,67.0
3973,2017,3,Misiones,+ 10 Mbps - 20 Mbps,23913.0
3974,2017,3,Neuquén,+ 10 Mbps - 20 Mbps,20213.0
3975,2017,3,Río Negro,+ 10 Mbps - 20 Mbps,10116.0
3976,2017,3,Salta,+ 10 Mbps - 20 Mbps,14620.0
3977,2017,3,San Juan,+ 10 Mbps - 20 Mbps,0.0
3978,2017,3,San Luis,+ 10 Mbps - 20 Mbps,0.0
3979,2017,3,Santa Cruz,+ 10 Mbps - 20 Mbps,66.0
3980,2017,3,Santa Fe,+ 10 Mbps - 20 Mbps,125339.0
3981,2017,3,Santiago Del Estero,+ 10 Mbps - 20 Mbps,3047.0
3982,2017,3,Tierra Del Fuego,+ 10 Mbps - 20 Mbps,0.0
3983,2017,3,Tucumán,+ 10 Mbps - 20 Mbps,20514.0
3984,2017,2,Buenos Aires,+ 10 Mbps - 20 Mbps,573298.0
3985,2017,2,Capital Federal,+ 10 Mbps - 20 Mbps,378571.0
3986,2017,2,Catamarca,+ 10 Mbps - 20 Mbps,2342.0
3987,2017,2,Chaco,+ 10 Mbps - 20 Mbps,18044.0
3988,2017,2,Chubut,+ 10 Mbps - 20 Mbps,0.0
3989,2017,2,Córdoba,+ 10 Mbps - 20 Mbps,146683.0
3990,2017,2,Corrientes,+ 10 Mbps - 20 Mbps,13043.0
3991,2017,2,Entre Ríos,+ 10 Mbps - 20 Mbps,23524.0
3992,2017,2,Formosa,+ 10 Mbps - 20 Mbps,4583.0
3993,2017,2,Jujuy,+ 10 Mbps - 20 Mbps,2538.0
3994,2017,2,La Pampa,+ 10 Mbps - 20 Mbps,336.0
3995,2017,2,La Rioja,+ 10 Mbps - 20 Mbps,1796.0
3996,2017,2,Mendoza,+ 10 Mbps - 20 Mbps,50.0
3997,2017,2,Misiones,+ 10 Mbps - 20 Mbps,21599.0
3998,2017,2,Neuquén,+ 10 Mbps - 20 Mbps,18051.0
3999,2017,2,Río Negro,+ 10 Mbps - 20 Mbps,7990.0
4000,2017,2,Salta,+ 10 Mbps - 20 Mbps,11333.0
4001,2017,2,San Juan,+ 10 Mbps - 20 Mbps,0.0
4002,2017,2,San Luis,+ 10 Mbps - 20 Mbps,0.0
4003,2017,2,Santa Cruz,+ 10 Mbps - 20 Mbps,66.0
4004,2017,2,Santa Fe,+ 10 Mbps - 20 Mbps,97563.0
4005,2017,2,Santiago Del Estero,+ 10 Mbps - 20 Mbps,2802.0
4006,2017,2,Tierra Del Fuego,+ 10 Mbps - 20 Mbps,0.0
4007,2017,2,Tucumán,+ 10 Mbps - 20 Mbps,17788.0
4008,2017,1,Buenos Aires,+ 10 Mbps - 20 Mbps,523540.0
4009,2017,1,Capital Federal,+ 10 Mbps - 20 Mbps,277195.0
4010,2017,1,Catamarca,+ 10 Mbps - 20 Mbps,2161.0
4011,2017,1,Chaco,+ 10 Mbps - 20 Mbps,15671.0
4012,2017,1,Chubut,+ 10 Mbps - 20 Mbps,0.0
