,Año,Trimestre,Provincia,Tipo_Banda,Accesos
502,2017,4,Tierra Del Fuego,Banda ancha fija,28346.0
503,2017,4,Tucumán,Banda ancha fija,162298.0
504,2017,3,Buenos Aires,Banda ancha fija,3046758.0
505,2017,3,Capital Federal,Banda ancha fija,1563289.0
506,2017,3,Catamarca,Banda ancha fija,33467.0
507,2017,3,Chaco,Banda ancha fija,93747.0
508,2017,3,Chubut,Banda ancha fija,81067.0
509,2017,3,Córdoba,Banda ancha fija,696536.0
510,2017,3,Corrientes,Banda ancha fija,92536.0
511,2017,3,Entre Ríos,Banda ancha fija,185414.0
512,2017,3,Formosa,Banda ancha fija,32105.0
513,2017,3,Jujuy,Banda ancha fija,43241.0
514,2017,3,La Pampa,Banda ancha fija,79280.0
515,2017,3,La Rioja,Banda ancha fija,51896.0
516,2017,3,Mendoza,Banda ancha fija,190958.0
517,2017,3,Misiones,Banda ancha fija,100476.0
518,2017,3,Neuquén,Banda ancha fija,113755.0
519,2017,3,Río Negro,Banda ancha fija,106393.0
520,2017,3,Salta,Banda ancha fija,132517.0
521,2017,3,San Juan,Banda ancha fija,61789.0
522,2017,3,San Luis,Banda ancha fija,21408.0
523,2017,3,Santa Cruz,Banda ancha fija,33222.0
524,2017,3,Santa Fe,Banda ancha fija,662086.0
525,2017,3,Santiago Del Estero,Banda ancha fija,82792.0
526,2017,3,Tierra Del Fuego,Banda ancha fija,30883.0
527,2017,3,Tucumán,Banda ancha fija,160979.0
528,2017,2,Buenos Aires,Banda ancha fija,3067430.0
529,2017,2,Capital Federal,Banda ancha fija,1592175.0
530,2017,2,Catamarca,Banda ancha fija,26692.0
531,2017,2,Chaco,Banda ancha fija,90597.0
532,2017,2,Chubut,Banda ancha fija,62245.0
533,2017,2,Córdoba,Banda ancha fija,657505.0
534,2017,2,Corrientes,Banda ancha fija,90085.0
535,2017,2,Entre Ríos,Banda ancha fija,182675.0
536,2017,2,Formosa,Banda ancha fija,29956.0
537,2017,2,Jujuy,Banda ancha fija,42656.0
538,2017,2,La Pampa,Banda ancha fija,72573.0
539,2017,2,La Rioja,Banda ancha fija,16271.0
540,2017,2,Mendoza,Banda ancha fija,169302.0
541,2017,2,Misiones,Banda ancha fija,99794.0
542,2017,2,Neuquén,Banda ancha fija,115321.0
543,2017,2,Río Negro,Banda ancha fija,100621.0
544,2017,2,Salta,Banda ancha fija,108540.0
545,2017,2,San Juan,Banda ancha fija,51261.0
546,2017,2,San Luis,Banda ancha fija,12992.0
547,2017,2,Santa Cruz,Banda ancha fija,26019.0
548,2017,2,Santa Fe,Banda ancha fija,566918.0
549,2017,2,Santiago Del Estero,Banda ancha fija,33194.0
550,2017,2,Tierra Del Fuego,Banda ancha fija,31938.0
551,2017,2,Tucumán,Banda ancha fija,154374.0
552,2017,1,Buenos Aires,Banda ancha fija,3178174.0
553,2017,1,Capital Federal,Banda ancha fija,1391030.0
554,2017,1,Catamarca,Banda ancha fija,26304.0
555,2017,1,Chaco,Banda ancha fija,89036.0
556,2017,1,Chubut,Banda ancha fija,62166.0
557,2017,1,Córdoba,Banda ancha fija,641066.0
558,2017,1,Corrientes,Banda ancha fija,88596.0
559,2017,1,Entre Ríos,Banda ancha fija,180296.0
560,2017,1,Formosa,Banda ancha fija,29705.0
561,2017,1,Jujuy,Banda ancha fija,43202.0
562,2017,1,La Pampa,Banda ancha fija,71458.0
563,2017,1,La Rioja,Banda ancha fija,16207.0
564,2017,1,Mendoza,Banda ancha fija,169282.0
565,2017,1,Misiones,Banda ancha fija,97619.0
566,2017,1,Neuquén,Banda ancha fija,113227.0
567,2017,1,Río Negro,Banda ancha fija,100288.0
568,2017,1,Salta,Banda ancha fija,107632.0
569,2017,1,San Juan,Banda ancha fija,51253.0
570,2017,1,San Luis,Banda ancha fija,12992.0
571,2017,1,Santa Cruz,Banda ancha fija,26116.0
572,2017,1,Santa Fe,Banda ancha fija,562520.0
573,2017,1,Santiago Del Estero,Banda ancha fija,34473.0
574,2017,1,Tierra Del Fuego,Banda ancha fija,31938.0
575,2017,1,Tucumán,Banda ancha fija,152734.0
576,2016,4,Buenos Aires,Banda ancha fija,3131499.0
577,2016,4,Capital Federal,Banda ancha fija,1393443.0
578,2016,4,Catamarca,Banda ancha fija,27021.0
579,2016,4,Chaco,Banda ancha fija,88833.0
580,2016,4,Chubut,Banda ancha fija,62035.0
581,2016,4,Córdoba,Banda ancha fija,636422.0
582,2016,4,Corrientes,Banda ancha fija,88084.0
583,2016,4,Entre Ríos,Banda ancha fija,180188.0
584,2016,4,Formosa,Banda ancha fija,29513.0
585,2016,4,Jujuy,Banda ancha fija,42624.0
586,2016,4,La Pampa,Banda ancha fija,71368.0
587,2016,4,La Rioja,Banda ancha fija,16298.0
588,2016,4,Mendoza,Banda ancha fija,169274.0
589,2016,4,Misiones,Banda ancha fija,97390.0
590,2016,4,Neuquén,Banda ancha fija,111723.0
591,2016,4,Río Negro,Banda ancha fija,100020.0
592,2016,4,Salta,Banda ancha fija,106934.0
593,2016,4,San Juan,Banda ancha fija,51301.0
594,2016,4,San Luis,Banda ancha fija,12992.0
595,2016,4,Santa Cruz,Banda ancha fija,26094.0
596,2016,4,Santa Fe,Banda ancha fija,561470.0
597,2016,4,Santiago Del Estero,Banda ancha fija,35049.0
598,2016,4,Tierra Del Fuego,Banda ancha fija,31938.0
599,2016,4,Tucumán,Banda ancha fija,151615.0
600,2016,3,Buenos Aires,Banda ancha fija,3075387.0
601,2016,3,Capital Federal,Banda ancha fija,1395053.0
602,2016,3,Catamarca,Banda ancha fija,26957.0
603,2016,3,Chaco,Banda ancha fija,89216.0
604,2016,3,Chubut,Banda ancha fija,62222.0
605,2016,3,Córdoba,Banda ancha fija,642458.0
606,2016,3,Corrientes,Banda ancha fija,88328.0
607,2016,3,Entre Ríos,Banda ancha fija,181092.0
608,2016,3,Formosa,Banda ancha fija,27716.0
609,2016,3,Jujuy,Banda ancha fija,42537.0
610,2016,3,La Pampa,Banda ancha fija,69903.0
611,2016,3,La Rioja,Banda ancha fija,16912.0
612,2016,3,Mendoza,Banda ancha fija,169174.0
613,2016,3,Misiones,Banda ancha fija,97997.0
614,2016,3,Neuquén,Banda ancha fija,110491.0
615,2016,3,Río Negro,Banda ancha fija,100024.0
616,2016,3,Salta,Banda ancha fija,107790.0
617,2016,3,San Juan,Banda ancha fija,51348.0
618,2016,3,San Luis,Banda ancha fija,12978.0
619,2016,3,Santa Cruz,Banda ancha fija,25886.0
620,2016,3,Santa Fe,Banda ancha fija,566625.0
621,2016,3,Santiago Del Estero,Banda ancha fija,35658.0
622,2016,3,Tierra Del Fuego,Banda ancha fija,31306.0
623,2016,3,Tucumán,Banda ancha fija,151282.0
624,2016,2,Buenos Aires,Banda ancha fija,3032776.0
625,2016,2,Capital Federal,Banda ancha fija,1384824.0
626,2016,2,Catamarca,Banda ancha fija,26543.0
627,2016,2,Chaco,Banda ancha fija,88235.0
628,2016,2,Chubut,Banda ancha fija,62116.0
629,2016,2,Córdoba,Banda ancha fija,634680.0
630,2016,2,Corrientes,Banda ancha fija,86932.0
631,2016,2,Entre Ríos,Banda ancha fija,178194.0
632,2016,2,Formosa,Banda ancha fija,28801.0
633,2016,2,Jujuy,Banda ancha fija,41187.0
634,2016,2,La Pampa,Banda ancha fija,68403.0
635,2016,2,La Rioja,Banda ancha fija,16718.0
636,2016,2,Mendoza,Banda ancha fija,169274.0
637,2016,2,Misiones,Banda ancha fija,95808.0
638,2016,2,Neuquén,Banda ancha fija,108224.0
639,2016,2,Río Negro,Banda ancha fija,99631.0
640,2016,2,Salta,Banda ancha fija,104929.0
641,2016,2,San Juan,Banda ancha fija,51392.0
642,2016,2,San Luis,Banda ancha fija,12939.0
643,2016,2,Santa Cruz,Banda ancha fija,25797.0
644,2016,2,Santa Fe,Banda ancha fija,563867.0
645,2016,2,Santiago Del Estero,Banda ancha fija,36958.0
646,2016,2,Tierra Del Fuego,Banda ancha fija,30740.0
647,2016,2,Tucumán,Banda ancha fija,148636.0
648,2016,1,Buenos Aires,Banda ancha fija,2929903.0
649,2016,1,Capital Federal,Banda ancha fija,1328079.0
650,2016,1,Catamarca,Banda ancha fija,26376.0
651,2016,1,Chaco,Banda ancha fija,86635.0
652,2016,1,Chubut,Banda ancha fija,62060.0
653,2016,1,Córdoba,Banda ancha fija,609692.0
654,2016,1,Corrientes,Banda ancha fija,85510.0
655,2016,1,Entre Ríos,Banda ancha fija,174634.0
656,2016,1,Formosa,Banda ancha fija,28313.0
657,2016,1,Jujuy,Banda ancha fija,40287.0
658,2016,1,La Pampa,Banda ancha fija,65442.0
659,2016,1,La Rioja,Banda ancha fija,16673.0
660,2016,1,Mendoza,Banda ancha fija,169257.0
661,2016,1,Misiones,Banda ancha fija,92951.0
662,2016,1,Neuquén,Banda ancha fija,101969.0
663,2016,1,Río Negro,Banda ancha fija,98745.0
664,2016,1,Salta,Banda ancha fija,102423.0
665,2016,1,San Juan,Banda ancha fija,51373.0
666,2016,1,San Luis,Banda ancha fija,12915.0
667,2016,1,Santa Cruz,Banda ancha fija,25931.0
668,2016,1,Santa Fe,Banda ancha fija,551378.0
669,2016,1,Santiago Del Estero,Banda ancha fija,37695.0
670,2016,1,Tierra Del Fuego,Banda ancha fija,29867.0
671,2016,1,Tucumán,Banda ancha fija,146596.0
672,2015,4,Buenos Aires,Banda ancha fija,2946743.0
673,2015,4,Capital Federal,Banda ancha fija,1360381.0
674,2015,4,Catamarca,Banda ancha fija,26459.0
675,2015,4,Chaco,Banda ancha fija,86537.0
676,2015,4,Chubut,Banda ancha fija,62279.0
677,2015,4,Córdoba,Banda ancha fija,625835.0
678,2015,4,Corrientes,Banda ancha fija,85409.0
679,2015,4,Entre Ríos,Banda ancha fija,173957.0
680,2015,4,Formosa,Banda ancha fija,28088.0
681,2015,4,Jujuy,Banda ancha fija,39922.0
682,2015,4,La Pampa,Banda ancha fija,66054.0
683,2015,4,La Rioja,Banda ancha fija,16914.0
684,2015,4,Mendoza,Banda ancha fija,169251.0
685,2015,4,Misiones,Banda ancha fija,92846.0
686,2015,4,Neuquén,Banda ancha fija,105122.0
687,2015,4,Río Negro,Banda ancha fija,98655.0
688,2015,4,Salta,Banda ancha fija,101917.0
689,2015,4,San Juan,Banda ancha fija,51408.0
690,2015,4,San Luis,Banda ancha fija,12901.0
691,2015,4,Santa Cruz,Banda ancha fija,26047.0
692,2015,4,Santa Fe,Banda ancha fija,561045.0
693,2015,4,Santiago Del Estero,Banda ancha fija,39132.0
694,2015,4,Tierra Del Fuego,Banda ancha fija,29334.0
695,2015,4,Tucumán,Banda ancha fija,146053.0
696,2015,3,Buenos Aires,Banda ancha fija,2916070.0
697,2015,3,Capital Federal,Banda ancha fija,1362193.0
698,2015,3,Catamarca,Banda ancha fija,26080.0
699,2015,3,Chaco,Banda ancha fija,85354.0
700,2015,3,Chubut,Banda ancha fija,62143.0
701,2015,3,Córdoba,Banda ancha fija,622761.0
702,2015,3,Corrientes,Banda ancha fija,84931.0
703,2015,3,Entre Ríos,Banda ancha fija,172252.0
704,2015,3,Formosa,Banda ancha fija,27751.0
705,2015,3,Jujuy,Banda ancha fija,39548.0
706,2015,3,La Pampa,Banda ancha fija,64976.0
707,2015,3,La Rioja,Banda ancha fija,16753.0
708,2015,3,Mendoza,Banda ancha fija,169261.0
709,2015,3,Misiones,Banda ancha fija,91615.0
710,2015,3,Neuquén,Banda ancha fija,98376.0
711,2015,3,Río Negro,Banda ancha fija,98529.0
712,2015,3,Salta,Banda ancha fija,100570.0
713,2015,3,San Juan,Banda ancha fija,51409.0
714,2015,3,San Luis,Banda ancha fija,12902.0
715,2015,3,Santa Cruz,Banda ancha fija,25912.0
716,2015,3,Santa Fe,Banda ancha fija,556097.0
717,2015,3,Santiago Del Estero,Banda ancha fija,39394.0
718,2015,3,Tierra Del Fuego,Banda ancha fija,33118.0
719,2015,3,Tucumán,Banda ancha fija,144272.0
720,2015,2,Buenos Aires,Banda ancha fija,2871079.0
721,2015,2,Capital Federal,Banda ancha fija,1336391.0
722,2015,2,Catamarca,Banda ancha fija,25666.0
723,2015,2,Chaco,Banda ancha fija,83832.0
724,2015,2,Chubut,Banda ancha fija,61745.0
725,2015,2,Córdoba,Banda ancha fija,609510.0
726,2015,2,Corrientes,Banda ancha fija,83288.0
727,2015,2,Entre Ríos,Banda ancha fija,169309.0
728,2015,2,Formosa,Banda ancha fija,27013.0
729,2015,2,Jujuy,Banda ancha fija,37720.0
730,2015,2,La Pampa,Banda ancha fija,63552.0
731,2015,2,La Rioja,Banda ancha fija,16491.0
732,2015,2,Mendoza,Banda ancha fija,169259.0
733,2015,2,Misiones,Banda ancha fija,88512.0
734,2015,2,Neuquén,Banda ancha fija,95644.0
735,2015,2,Río Negro,Banda ancha fija,97640.0
736,2015,2,Salta,Banda ancha fija,98264.0
737,2015,2,San Juan,Banda ancha fija,51367.0
738,2015,2,San Luis,Banda ancha fija,12904.0
739,2015,2,Santa Cruz,Banda ancha fija,25384.0
740,2015,2,Santa Fe,Banda ancha fija,545739.0
741,2015,2,Santiago Del Estero,Banda ancha fija,39375.0
742,2015,2,Tierra Del Fuego,Banda ancha fija,32960.0
743,2015,2,Tucumán,Banda ancha fija,140635.0
744,2015,1,Buenos Aires,Banda ancha fija,2847076.0
745,2015,1,Capital Federal,Banda ancha fija,1321139.0
746,2015,1,Catamarca,Banda ancha fija,25312.0
747,2015,1,Chaco,Banda ancha fija,81329.0
748,2015,1,Chubut,Banda ancha fija,63327.0
749,2015,1,Córdoba,Banda ancha fija,596663.0
750,2015,1,Corrientes,Banda ancha fija,81488.0
751,2015,1,Entre Ríos,Banda ancha fija,165839.0
752,2015,1,Formosa,Banda ancha fija,26657.0
753,2015,1,Jujuy,Banda ancha fija,36608.0
754,2015,1,La Pampa,Banda ancha fija,62155.0
755,2015,1,La Rioja,Banda ancha fija,16310.0
756,2015,1,Mendoza,Banda ancha fija,168355.0
757,2015,1,Misiones,Banda ancha fija,85139.0
758,2015,1,Neuquén,Banda ancha fija,93373.0
759,2015,1,Río Negro,Banda ancha fija,96145.0
760,2015,1,Salta,Banda ancha fija,96793.0
761,2015,1,San Juan,Banda ancha fija,51117.0
762,2015,1,San Luis,Banda ancha fija,12878.0
763,2015,1,Santa Cruz,Banda ancha fija,26217.0
764,2015,1,Santa Fe,Banda ancha fija,535640.0
765,2015,1,Santiago Del Estero,Banda ancha fija,39244.0
766,2015,1,Tierra Del Fuego,Banda ancha fija,32726.0
767,2015,1,Tucumán,Banda ancha fija,138184.0
768,2014,4,Buenos Aires,Banda ancha fija,2801178.0
769,2014,4,Capital Federal,Banda ancha fija,1318526.0
770,2014,4,Catamarca,Banda ancha fija,25472.0
771,2014,4,Chaco,Banda ancha fija,65998.0
772,2014,4,Chubut,Banda ancha fija,66557.0
773,2014,4,Córdoba,Banda ancha fija,590113.0
774,2014,4,Corrientes,Banda ancha fija,65656.0
775,2014,4,Entre Ríos,Banda ancha fija,140567.0
776,2014,4,Formosa,Banda ancha fija,26156.0
777,2014,4,Jujuy,Banda ancha fija,35999.0
778,2014,4,La Pampa,Banda ancha fija,56813.0
779,2014,4,La Rioja,Banda ancha fija,16379.0
780,2014,4,Mendoza,Banda ancha fija,167766.0
781,2014,4,Misiones,Banda ancha fija,77222.0
782,2014,4,Neuquén,Banda ancha fija,92999.0
783,2014,4,Río Negro,Banda ancha fija,95050.0
784,2014,4,Salta,Banda ancha fija,93921.0
785,2014,4,San Juan,Banda ancha fija,51390.0
786,2014,4,San Luis,Banda ancha fija,12788.0
787,2014,4,Santa Cruz,Banda ancha fija,25277.0
788,2014,4,Santa Fe,Banda ancha fija,528459.0
789,2014,4,Santiago Del Estero,Banda ancha fija,39308.0
790,2014,4,Tierra Del Fuego,Banda ancha fija,28249.0
791,2014,4,Tucumán,Banda ancha fija,137329.0
792,2014,3,Buenos Aires,Banda ancha fija,2835537.0
793,2014,3,Capital Federal,Banda ancha fija,1307195.0
794,2014,3,Catamarca,Banda ancha fija,24665.0
795,2014,3,Chaco,Banda ancha fija,63710.0
796,2014,3,Chubut,Banda ancha fija,67130.0
797,2014,3,Córdoba,Banda ancha fija,585231.0
798,2014,3,Corrientes,Banda ancha fija,63516.0
799,2014,3,Entre Ríos,Banda ancha fija,136618.0
800,2014,3,Formosa,Banda ancha fija,25873.0
801,2014,3,Jujuy,Banda ancha fija,33739.0
802,2014,3,La Pampa,Banda ancha fija,61861.0
803,2014,3,La Rioja,Banda ancha fija,15893.0
804,2014,3,Mendoza,Banda ancha fija,166184.0
805,2014,3,Misiones,Banda ancha fija,75327.0
806,2014,3,Neuquén,Banda ancha fija,100099.0
807,2014,3,Río Negro,Banda ancha fija,96629.0
808,2014,3,Salta,Banda ancha fija,92929.0
809,2014,3,San Juan,Banda ancha fija,51031.0
810,2014,3,San Luis,Banda ancha fija,12683.0
811,2014,3,Santa Cruz,Banda ancha fija,25664.0
812,2014,3,Santa Fe,Banda ancha fija,520196.0
813,2014,3,Santiago Del Estero,Banda ancha fija,37539.0
814,2014,3,Tierra Del Fuego,Banda ancha fija,28037.0
815,2014,3,Tucumán,Banda ancha fija,131978.0
816,2014,2,Buenos Aires,Banda ancha fija,2750430.0
817,2014,2,Capital Federal,Banda ancha fija,1299502.0
818,2014,2,Catamarca,Banda ancha fija,24660.0
819,2014,2,Chaco,Banda ancha fija,63243.0
820,2014,2,Chubut,Banda ancha fija,68503.0
821,2014,2,Córdoba,Banda ancha fija,576747.0
822,2014,2,Corrientes,Banda ancha fija,62925.0
823,2014,2,Entre Ríos,Banda ancha fija,135468.0
824,2014,2,Formosa,Banda ancha fija,25535.0
825,2014,2,Jujuy,Banda ancha fija,34359.0
826,2014,2,La Pampa,Banda ancha fija,55048.0
827,2014,2,La Rioja,Banda ancha fija,15889.0
828,2014,2,Mendoza,Banda ancha fija,165046.0
829,2014,2,Misiones,Banda ancha fija,74689.0
830,2014,2,Neuquén,Banda ancha fija,90053.0
831,2014,2,Río Negro,Banda ancha fija,94812.0
832,2014,2,Salta,Banda ancha fija,91949.0
833,2014,2,San Juan,Banda ancha fija,50891.0
834,2014,2,San Luis,Banda ancha fija,12691.0
835,2014,2,Santa Cruz,Banda ancha fija,26710.0
836,2014,2,Santa Fe,Banda ancha fija,511753.0
837,2014,2,Santiago Del Estero,Banda ancha fija,38002.0
838,2014,2,Tierra Del Fuego,Banda ancha fija,27443.0
839,2014,2,Tucumán,Banda ancha fija,131981.0
840,2014,1,Buenos Aires,Banda ancha fija,2725732.0
841,2014,1,Capital Federal,Banda ancha fija,1289204.0
842,2014,1,Catamarca,Banda ancha fija,24209.0
843,2014,1,Chaco,Banda ancha fija,62520.0
844,2014,1,Chubut,Banda ancha fija,68205.0
845,2014,1,Córdoba,Banda ancha fija,566705.0
846,2014,1,Corrientes,Banda ancha fija,62203.0
847,2014,1,Entre Ríos,Banda ancha fija,134216.0
848,2014,1,Formosa,Banda ancha fija,25335.0
849,2014,1,Jujuy,Banda ancha fija,33825.0
850,2014,1,La Pampa,Banda ancha fija,53601.0
851,2014,1,La Rioja,Banda ancha fija,15688.0
852,2014,1,Mendoza,Banda ancha fija,164084.0
853,2014,1,Misiones,Banda ancha fija,73950.0
854,2014,1,Neuquén,Banda ancha fija,88077.0
855,2014,1,Río Negro,Banda ancha fija,93909.0
856,2014,1,Salta,Banda ancha fija,91265.0
857,2014,1,San Juan,Banda ancha fija,50543.0
858,2014,1,San Luis,Banda ancha fija,12193.0
859,2014,1,Santa Cruz,Banda ancha fija,26304.0
860,2014,1,Santa Fe,Banda ancha fija,506000.0
861,2014,1,Santiago Del Estero,Banda ancha fija,37124.0
862,2014,1,Tierra Del Fuego,Banda ancha fija,27272.0
863,2014,1,Tucumán,Banda ancha fija,129944.0
864,2022,4,Buenos Aires,Dial up,6199.0
865,2022,4,Capital Federal,Dial up,2145.0
866,2022,4,Catamarca,Dial up,1.0
867,2022,4,Chaco,Dial up,5.0
868,2022,4,Chubut,Dial up,904.0
869,2022,4,Córdoba,Dial up,68.0
870,2022,4,Corrientes,Dial up,4.0
871,2022,4,Entre Ríos,Dial up,22.0
872,2022,4,Formosa,Dial up,0.0
873,2022,4,Jujuy,Dial up,0.0
874,2022,4,La Pampa,Dial up,171.0
875,2022,4,La Rioja,Dial up,4.0
876,2022,4,Mendoza,Dial up,777.0
877,2022,4,Misiones,Dial up,0.0
878,2022,4,Neuquén,Dial up,468.0
879,2022,4,Río Negro,Dial up,548.0
880,2022,4,Salta,Dial up,5.0
881,2022,4,San Juan,Dial up,281.0
882,2022,4,San Luis,Dial up,192.0
883,2022,4,Santa Cruz,Dial up,198.0
884,2022,4,Santa Fe,Dial up,110.0
885,2022,4,Santiago Del Estero,Dial up,2.0
886,2022,4,Tierra Del Fuego,Dial up,312.0
887,2022,4,Tucumán,Dial up,30.0
888,2022,3,Buenos Aires,Dial up,6199.0
889,2022,3,Capital Federal,Dial up,2145.0
890,2022,3,Catamarca,Dial up,1.0
891,2022,3,Chaco,Dial up,5.0
892,2022,3,Chubut,Dial up,904.0
893,2022,3,Córdoba,Dial up,68.0
894,2022,3,Corrientes,Dial up,4.0
895,2022,3,Entre Ríos,Dial up,22.0
896,2022,3,Formosa,Dial up,1.0
897,2022,3,Jujuy,Dial up,0.0
898,2022,3,La Pampa,Dial up,171.0
899,2022,3,La Rioja,Dial up,4.0
900,2022,3,Mendoza,Dial up,777.0
901,2022,3,Misiones,Dial up,0.0
902,2022,3,Neuquén,Dial up,468.0
903,2022,3,Río Negro,Dial up,548.0
904,2022,3,Salta,Dial up,5.0
905,2022,3,San Juan,Dial up,281.0
906,2022,3,San Luis,Dial up,182.0
907,2022,3,Santa Cruz,Dial up,198.0
908,2022,3,Santa Fe,Dial up,110.0
909,2022,3,Santiago Del Estero,Dial up,2.0
910,2022,3,Tierra Del Fuego,Dial up,312.0
911,2022,3,Tucumán,Dial up,30.0
912,2022,2,Buenos Aires,Dial up,6199.0
913,2022,2,Capital Federal,Dial up,2145.0
914,2022,2,Catamarca,Dial up,1.0
915,2022,2,Chaco,Dial up,5.0
916,2022,2,Chubut,Dial up,904.0
917,2022,2,Córdoba,Dial up,68.0
918,2022,2,Corrientes,Dial up,4.0
919,2022,2,Entre Ríos,Dial up,22.0
920,2022,2,Formosa,Dial up,0.0
921,2022,2,Jujuy,Dial up,0.0
922,2022,2,La Pampa,Dial up,171.0
923,2022,2,La Rioja,Dial up,4.0
924,2022,2,Mendoza,Dial up,777.0
925,2022,2,Misiones,Dial up,0.0
926,2022,2,Neuquén,Dial up,468.0
927,2022,2,Río Negro,Dial up,548.0
928,2022,2,Salta,Dial up,5.0
929,2022,2,San Juan,Dial up,281.0
930,2022,2,San Luis,Dial up,182.0
931,2022,2,Santa Cruz,Dial up,198.0
932,2022,2,Santa Fe,Dial up,110.0
933,2022,2,Santiago Del Estero,Dial up,2.0
934,2022,2,Tierra Del Fuego,Dial up,312.0
935,2022,2,Tucumán,Dial up,30.0
936,2022,1,Buenos Aires,Dial up,6293.0
937,2022,1,Capital Federal,Dial up,2163.0
938,2022,1,Catamarca,Dial up,1.0
939,2022,1,Chaco,Dial up,5.0
940,2022,1,Chubut,Dial up,927.0
941,2022,1,Córdoba,Dial up,74.0
942,2022,1,Corrientes,Dial up,4.0
943,2022,1,Entre Ríos,Dial up,22.0
944,2022,1,Formosa,Dial up,0.0
945,2022,1,Jujuy,Dial up,0.0
946,2022,1,La Pampa,Dial up,172.0
947,2022,1,La Rioja,Dial up,4.0
948,2022,1,Mendoza,Dial up,786.0
949,2022,1,Misiones,Dial up,0.0
950,2022,1,Neuquén,Dial up,471.0
951,2022,1,Río Negro,Dial up,553.0
952,2022,1,Salta,Dial up,5.0
953,2022,1,San Juan,Dial up,290.0
954,2022,1,San Luis,Dial up,185.0
955,2022,1,Santa Cruz,Dial up,204.0
956,2022,1,Santa Fe,Dial up,115.0
957,2022,1,Santiago Del Estero,Dial up,2.0
958,2022,1,Tierra Del Fuego,Dial up,313.0
959,2022,1,Tucumán,Dial up,30.0
960,2021,4,Buenos Aires,Dial up,6385.0
961,2021,4,Capital Federal,Dial up,2184.0
962,2021,4,Catamarca,Dial up,1.0
963,2021,4,Chaco,Dial up,5.0
964,2021,4,Chubut,Dial up,944.0
965,2021,4,Córdoba,Dial up,77.0
966,2021,4,Corrientes,Dial up,4.0
967,2021,4,Entre Ríos,Dial up,22.0
968,2021,4,Formosa,Dial up,0.0
969,2021,4,Jujuy,Dial up,0.0
970,2021,4,La Pampa,Dial up,173.0
971,2021,4,La Rioja,Dial up,4.0
972,2021,4,Mendoza,Dial up,804.0
973,2021,4,Misiones,Dial up,0.0
974,2021,4,Neuquén,Dial up,477.0
975,2021,4,Río Negro,Dial up,564.0
976,2021,4,Salta,Dial up,6.0
977,2021,4,San Juan,Dial up,291.0
978,2021,4,San Luis,Dial up,187.0
979,2021,4,Santa Cruz,Dial up,210.0
980,2021,4,Santa Fe,Dial up,176.0
981,2021,4,Santiago Del Estero,Dial up,2.0
982,2021,4,Tierra Del Fuego,Dial up,315.0
983,2021,4,Tucumán,Dial up,30.0
984,2021,3,Buenos Aires,Dial up,5184.0
985,2021,3,Capital Federal,Dial up,1608.0
986,2021,3,Catamarca,Dial up,1.0
987,2021,3,Chaco,Dial up,3.0
988,2021,3,Chubut,Dial up,800.0
989,2021,3,Córdoba,Dial up,62.0
990,2021,3,Corrientes,Dial up,3.0
991,2021,3,Entre Ríos,Dial up,15.0
992,2021,3,Formosa,Dial up,0.0
993,2021,3,Jujuy,Dial up,0.0
994,2021,3,La Pampa,Dial up,116.0
995,2021,3,La Rioja,Dial up,3.0
996,2021,3,Mendoza,Dial up,619.0
997,2021,3,Misiones,Dial up,0.0
998,2021,3,Neuquén,Dial up,373.0
999,2021,3,Río Negro,Dial up,501.0
1000,2021,3,Salta,Dial up,2.0
1001,2021,3,San Juan,Dial up,256.0
1002,2021,3,San Luis,Dial up,148.0
1003,2021,3,Santa Cruz,Dial up,197.0
1004,2021,3,Santa Fe,Dial up,151.0
1005,2021,3,Santiago Del Estero,Dial up,1.0
1006,2021,3,Tierra Del Fuego,Dial up,289.0
1007,2021,3,Tucumán,Dial up,25.0
1008,2021,2,Buenos Aires,Dial up,5184.0
1009,2021,2,Capital Federal,Dial up,1608.0
1010,2021,2,Catamarca,Dial up,1.0
1011,2021,2,Chaco,Dial up,3.0
1012,2021,2,Chubut,Dial up,825.0
1013,2021,2,Córdoba,Dial up,62.0
1014,2021,2,Corrientes,Dial up,3.0
1015,2021,2,Entre Ríos,Dial up,15.0
1016,2021,2,Formosa,Dial up,0.0
1017,2021,2,Jujuy,Dial up,0.0
1018,2021,2,La Pampa,Dial up,116.0
1019,2021,2,La Rioja,Dial up,3.0
1020,2021,2,Mendoza,Dial up,619.0
1021,2021,2,Misiones,Dial up,0.0
1022,2021,2,Neuquén,Dial up,373.0
1023,2021,2,Río Negro,Dial up,501.0
1024,2021,2,Salta,Dial up,2.0
1025,2021,2,San Juan,Dial up,256.0
1026,2021,2,San Luis,Dial up,148.0
1027,2021,2,Santa Cruz,Dial up,197.0
1028,2021,2,Santa Fe,Dial up,151.0
1029,2021,2,Santiago Del Estero,Dial up,1.0
1030,2021,2,Tierra Del Fuego,Dial up,289.0
1031,2021,2,Tucumán,Dial up,25.0
1032,2021,1,Buenos Aires,Dial up,5066.0
1033,2021,1,Capital Federal,Dial up,1390.0
1034,2021,1,Catamarca,Dial up,1.0
1035,2021,1,Chaco,Dial up,3.0
1036,2021,1,Chubut,Dial up,825.0
1037,2021,1,Córdoba,Dial up,55.0
1038,2021,1,Corrientes,Dial up,3.0
1039,2021,1,Entre Ríos,Dial up,13.0
1040,2021,1,Formosa,Dial up,0.0
